"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","서울산","통도사","양산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","덕유산","무주","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","현풍","창녕","영산","남지","칠서","칠원","마성","동수원","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"서이천",14157,26188,10549,9258,1710,3587,281,105,6840,7216,10519,2002,129,623,344,339,2570,1821,569,622,4595,2225,1221,668,660,99,1176,240,272,291,1833,68,33,101,1112,91,70,146,189,633,36,325,277,23,117,85,120,127,44,0,20,1212,849,117,83,15,325,7,23,25,243,16,4,14,135,41,159,114,67,165,17166,957,393,691,65,2842,2893,1170,1015,934,711,1272,567,10,62,20,14,18,31,30,28,277,148,1097,3053,5242,780,6114,1000,310,167,818,2687,387,559,9033,8,2,1,0,0,1,3,132,253,274,79,49,73,78,174,353,1152,825,117,781,173,1314248,71318,70599,67565,467,27135,12993,10797,27410,16703,817,953,296,130,340,599,517,1014,105,54,107,7814,1324,5092,0,0,5,3,21,0,31373,4269,13762,12076,7217,9576,8875,3645,2781,1197,871,600,560,507,241,732,23328,3609,2851,8760,28733,10987,6763,1026,561,415,36,74,114,54,145,818,100,252,778,480,301,4734,1270,2131,222,434,232,4468,2761,71,1244,93,60,784,6200,6141,2462,694,2,0,212,162
"음성",73482,38956,9651,3212,220,203,12,11,29419,33849,34359,6361,219,1521,766,606,5709,5719,2601,1537,13496,5268,3248,2348,2082,250,3381,950,2311,1454,5047,117,33,341,2380,411,287,586,540,1737,33,382,422,35,258,314,174,182,43,0,21,1907,1020,172,218,36,455,7,26,31,211,23,7,6,162,32,257,2,1,5,74279,46,18,36,2,4693,2136,563,197,102,76,149,46,0,3,0,2,2,0,1,1,3,2,5044,6241,12400,1379,12622,1635,645,257,1959,4770,1136,1077,15031,14,0,1,0,0,2,7,114,15,6,7,8,49,167,296,1147,4922,1191,309,2473,341,598269,30849,109395,68524,24456,124,54908,79237,205681,156040,2334,4466,1058,234,500,917,119,75,29,37,209,779,77,438,0,1,3,14,109,0,33629,2956,19555,15828,10344,27691,10866,4676,3853,1316,724,565,466,651,204,688,63166,5843,7250,14089,90274,31503,11501,2719,1813,624,59,32,40,24,56,360,46,121,470,938,394,5994,511,923,141,214,118,6320,3634,221,4171,299,281,2242,15573,14612,6956,3361,7,0,592,1061
"진천",28028,11622,3190,1003,70,41,11,20,45757,52198,54189,11551,214,2551,949,941,6879,5482,2378,2185,17267,6159,3233,2938,3269,350,4911,1841,1514,1983,4626,200,40,448,3087,375,420,521,525,1842,44,570,530,99,419,255,279,192,85,0,23,3178,1497,228,470,83,922,16,38,53,242,33,7,15,202,72,269,1,5,0,29657,11,1,8,1,2224,1048,161,133,22,20,34,8,0,3,0,2,0,0,0,1,3,3,4604,7050,15297,1752,12130,1879,637,327,1912,6265,840,1115,16171,17,0,0,0,0,4,7,140,1,3,4,7,58,208,451,1995,8393,1373,227,2578,503,248676,13752,48410,52016,12452,54176,380,58278,241101,141377,3864,5310,1751,517,651,1566,40,42,7,67,297,480,72,273,0,3,5,9,129,0,12429,1769,9359,7432,5511,17944,9085,4520,3910,1239,646,626,657,552,293,929,23008,2667,3201,5432,38707,9867,5060,3733,2572,1007,26,22,26,15,41,138,19,92,253,772,322,5316,403,949,124,235,64,6482,4309,291,4251,362,289,2165,24513,21253,10947,4345,7,0,647,641
"증평",40558,17809,2556,1222,63,58,8,11,87232,139250,176867,30913,776,5579,2116,834,4198,4404,1246,1206,9548,3932,2209,1295,2274,222,2793,787,383,612,3502,205,83,318,2513,284,218,424,371,1147,98,1359,1365,219,805,472,656,533,166,0,56,5614,2289,724,473,85,1163,13,31,79,826,49,17,24,456,89,388,0,4,2,42608,23,6,9,1,2525,993,200,48,19,26,48,8,1,1,2,0,5,0,0,0,5,1,4447,23304,36227,5280,39858,5501,1708,952,4064,17458,2254,9355,41927,34,0,1,1,2,12,20,536,4,6,10,31,179,495,534,5281,25337,3994,714,4992,638,341838,15798,50162,71785,11839,85262,71173,101,221817,25611,8417,13076,949,491,1209,2447,27,27,8,37,230,307,59,161,0,3,4,8,54,0,17357,2079,12215,9699,5420,13687,6064,2286,2971,794,410,381,513,472,247,631,34942,3202,3673,8534,56961,19861,7069,2834,2147,617,9,25,12,9,13,57,5,35,89,615,296,3358,151,295,31,52,30,4911,3860,297,2200,244,301,9567,86416,75833,34913,14105,9,0,415,355
"서청주",22586,5842,449,231,48,62,11,51,100953,205081,261629,72035,1714,13395,8146,2652,22610,29816,8186,4542,40530,15545,11275,4493,6231,707,10167,2166,2179,1976,10050,333,127,1230,7595,935,765,936,1774,4866,148,1508,1260,196,702,411,519,599,160,0,72,7065,2783,761,612,107,1317,38,112,205,748,48,21,28,666,166,781,0,7,0,19309,2,1,5,1,710,167,52,20,11,10,23,6,1,1,1,0,3,1,0,0,7,0,11219,18779,32740,4800,35425,4897,1253,743,4151,11102,1323,1857,34086,39,0,2,0,1,13,31,507,4,10,15,18,132,331,676,8413,36754,7057,912,5952,992,633423,33147,84213,120121,27837,231055,288383,263596,6375,126377,9957,15779,2159,525,1482,2779,18,13,10,223,1612,1292,148,458,0,4,12,17,170,0,8639,6525,22026,16750,11448,76498,20805,10229,15036,4112,2408,3036,2519,1757,969,3016,23115,1956,2865,2935,24446,5609,2994,13828,8915,3168,39,49,50,49,90,137,17,129,339,2084,957,19770,974,1500,109,227,171,26389,16390,651,9426,608,892,10386,154365,114000,46020,22192,20,0,1141,1933
"오창",48944,9186,844,281,30,20,21,27,78408,83467,78108,17894,504,3075,1495,708,6291,7867,2479,1789,10326,4296,2335,1395,2358,165,2914,596,831,794,2566,101,22,266,1877,193,157,389,238,1024,23,412,464,210,232,137,154,167,46,0,17,1657,897,306,366,26,284,7,19,33,183,11,7,9,134,27,158,0,6,0,21951,7,3,2,1,1063,235,48,20,9,5,18,1,0,0,2,0,1,0,0,0,1,0,3293,5227,10902,1284,8446,1295,415,264,1896,3067,1255,768,10266,5,1,0,0,0,0,8,95,3,1,2,1,41,88,186,2692,12166,1764,212,2184,251,320352,16524,48775,67792,14936,151220,137290,30073,87604,93,3110,6102,798,134,492,779,10,21,4,41,393,687,63,260,0,1,3,4,79,0,12234,4678,12491,10385,6521,29882,10723,5639,4906,1366,1225,1118,1467,824,525,1482,20751,1690,2581,3452,26549,6271,3542,5639,3868,685,26,32,17,14,32,55,3,61,142,1162,449,7536,286,452,62,89,70,9880,8276,123,1926,185,220,4779,57183,36247,15976,7141,11,0,354,394
"금산",32482,5704,2666,7661,6606,13338,7941,4774,24686,46967,174769,2719,243,600,559,223,820,1171,324,271,1499,1271,494,217,433,48,628,157,27,36,149,827,136,1066,7938,866,301,1055,831,6992,125,1021,1207,154,618,385,780,677,211,0,104,8540,2924,847,1053,257,2834,485,369,290,1173,208,221,53,938,186,1101,1,3,2,11261,15,0,5,0,2290,541,787,860,168,144,167,38,0,0,0,0,0,0,0,0,0,0,690,5706,3123,433,3205,720,430,221,499,1458,136,2438,2969,1032,19,9,1,4,24,26,92,2998,65,48,43,176,150,1677,216808,69969,39271,12057,13464,3893,26350,1465,2551,3816,996,2246,3900,7523,10376,2862,1405,28439,5627,1515,2897,5841,2297,1834,339,85,95,13,4,10,2,20,112,78,274,0,1721,179,585,435,262,1020,590,216,321,301,71,19,35,45,28,77,4979,475,976,856,11168,1757,1342,294,221,203,3,5,7,6,19,9,0,22,7,114,19,414,33,51,3,4,7,506,287,818,13367,597,823,5967,24246,91209,62464,130528,928,0,21,10
"추부",37034,6252,2935,8208,7313,18109,9385,7800,36473,61256,314685,2647,372,1538,523,345,1846,1931,554,377,2888,2286,887,468,854,95,1090,167,72,61,313,258,212,511,2971,448,229,554,633,2876,73,796,1061,99,370,1259,1873,441,170,0,93,5840,2657,425,383,100,1790,224,133,124,713,96,45,33,521,92,488,0,0,1,12021,21,2,5,2,2779,697,1098,743,222,137,207,38,0,1,0,0,0,0,0,0,0,0,1084,7066,3639,488,3907,736,266,295,581,1596,188,249,3614,224,5,3,1,1,9,22,121,4136,37,32,44,109,140,617,266875,121084,13287,2852,8352,1329,28137,1444,3187,6980,1057,4797,5886,13364,16877,6545,27500,2367,1371,519,1502,2364,2938,1680,331,54,169,40,5,15,0,5,28,72,90,0,1681,258,808,565,260,1493,1151,334,390,257,81,77,76,89,25,101,4812,364,639,800,11594,2086,1561,499,345,357,9,6,6,18,33,19,1,6,5,132,33,564,55,73,2,9,14,824,385,532,5019,257,607,10412,32801,150614,122326,211916,275,0,38,9
"생초",17180,2678,1368,3530,2733,4311,2374,1189,4118,2705,4294,182,8,10,8,4,5,6,1,0,0,1,0,0,0,0,1,0,0,0,1,2679,503,3529,23598,2364,725,3569,2851,21791,116,1125,1931,259,799,729,2969,2431,1728,0,1796,34020,24605,4575,5452,1435,4806,888,1004,1091,9482,2073,945,865,2532,3169,12673,0,1,0,7348,1,0,2,0,2482,275,372,1269,31,44,167,6,0,0,0,0,0,0,0,0,0,2,0,613,83,13,25,5,0,0,3,1,0,0,1,2583,18,11,4,6,33,38,0,1263,13,6,0,14,32,4132,1631,999,3245,3325,45187,8507,11576,493,1340,1465,558,740,1760,945,1929,462,4592,1337,841,6986,15841,45424,1475,725,101,2,0,2,1,2,4,128,455,310,641,0,426,71,400,103,243,493,181,40,30,13,8,2,9,5,4,15,2640,275,448,198,6192,1274,280,80,133,0,0,0,0,0,0,1,0,0,0,7,3,62,1,7,0,0,0,177,57,2132,17696,1731,1053,268,934,5558,2260,1417,10208,0,0,0
"산청",9050,1146,404,879,771,1559,484,315,848,511,1806,93,11,12,1,3,10,5,2,0,2,1,1,0,0,0,1,0,0,0,0,1651,367,2521,16284,1650,523,2417,1824,13738,184,1514,1756,153,852,498,1936,2695,1451,0,634,27513,17170,3520,3823,765,18530,947,1109,1247,4295,635,548,733,2139,1832,13359,0,0,0,1496,1,0,3,0,228,65,140,57,10,12,16,2,0,0,0,0,0,0,0,0,0,0,0,294,78,5,14,2,1,2,1,7,0,0,0,2514,25,24,11,10,96,69,0,357,10,5,2,12,7,5112,1261,642,1366,2027,5681,2065,4638,167,427,421,105,214,236,413,555,121,1138,491,8355,962,20511,25544,313,146,27,2,0,3,0,4,15,196,479,215,451,0,243,64,117,63,45,166,95,18,29,8,4,7,10,4,3,7,727,63,150,85,1326,177,150,39,37,0,0,0,0,0,1,0,0,0,0,5,2,56,1,3,0,0,0,83,38,1919,10325,1281,527,172,530,2655,1001,904,14330,0,0,0
"단성",23847,3321,1264,2817,1966,2925,1575,1070,2776,1825,5429,318,10,39,12,6,5,6,0,1,4,3,2,0,4,0,2,0,0,0,0,3849,655,5520,34743,4062,1125,5101,4118,29739,511,4228,5466,272,1725,1165,5404,7793,3969,0,2768,95042,41295,12403,11198,1811,15399,661,950,1241,5957,943,696,520,3029,1768,12297,0,1,0,4104,5,0,1,0,905,206,240,204,64,73,52,10,0,0,0,0,0,0,0,0,0,0,0,818,103,11,33,8,2,2,3,3,0,0,1,3987,89,63,47,63,447,272,0,614,19,8,10,29,20,6030,2876,1712,2519,2699,9792,2649,14295,483,1036,1142,456,619,540,979,1480,574,2431,1681,12979,19144,640,39895,623,282,97,1,1,7,1,0,126,445,933,517,997,0,731,164,303,156,113,466,212,72,89,13,11,12,18,19,6,24,2008,157,261,325,4471,838,423,105,207,2,0,0,0,0,0,1,0,0,0,23,9,140,8,4,1,1,1,181,91,3982,24481,2607,1445,503,1194,6026,2736,2362,14143,0,0,0
"서진주",38942,6700,1801,4353,3479,6058,3134,2263,7095,2472,10124,587,21,45,49,12,28,21,8,0,7,1,1,0,1,0,2,1,0,0,0,16837,3169,23008,122793,12977,3414,11483,9857,66132,2838,25217,26001,2895,15394,6639,66341,121696,60290,0,18668,618224,28189,23731,32763,10784,69290,270,682,2199,10650,1635,839,733,4246,4719,49899,1,0,0,6270,19,1,4,0,1096,364,382,300,108,144,94,25,0,3,0,0,0,0,0,0,1,0,1,1438,318,23,97,29,2,2,3,1,0,0,2,15252,464,754,428,298,2341,1549,0,751,24,31,9,59,51,17981,5241,2959,5030,8038,16107,8975,19759,815,1586,1795,743,772,1117,1957,2719,623,5223,2488,36188,31127,59802,215,1014,586,184,0,2,8,4,8,924,2919,3803,2267,3312,0,1312,591,561,371,162,796,469,152,220,142,27,40,52,22,9,46,3279,241,645,521,5905,1112,817,229,185,0,0,0,0,0,0,0,0,1,0,36,18,337,11,10,0,0,0,423,256,12078,53097,8409,2991,908,3147,11504,5174,3905,27010,0,0,0
"청북",54861,25564,15551,15474,103822,57046,38276,52256,16463,17857,16732,8444,231,1824,1329,1101,11767,13547,4409,2579,23898,5961,3240,2837,3514,614,10325,1954,2237,2361,8626,275,152,592,5565,878,814,857,953,2495,16,282,207,41,148,258,267,289,115,0,85,3667,1369,272,440,96,721,24,51,87,236,9,3,9,397,132,362,4938,13020,5821,390594,18954,7813,10597,1704,71394,22206,19619,73904,69044,45052,34251,10831,1897,3771,1664,1192,2134,1634,1973,1833,6304,2533,7846,483,5374,954,7321,886,248,203,719,1834,456,547,11764,18,0,1,0,1,2,5,146,35705,18366,1938,1359,4105,2727,580,901,2579,2060,359,1085,681,184,67,427,50,309,83,31,24,10,10,2395,2849,2830,522,851,1059,2041,106173,108758,111,587,116,29,124,0,0,4,18,170,0,7139,1656,4804,1429,570,2034,798,521,327,164,119,70,89,70,51,128,2723,2815,38,4750,220400,38978,12427,318,294,862,26,25,8,21,19,88,10,25,104,103,55,509,75,187,25,37,22,753,583,342,8394,1225,867,918,8871,7429,3265,1508,10,0,1842,2052
"송탄",417772,127167,71495,55343,59634,68521,33636,51507,13199,19922,15637,4771,148,1398,810,648,8138,6256,2310,2790,11956,4823,3040,3515,3081,535,3521,838,1174,1476,4112,113,33,312,4698,290,235,420,293,1098,30,252,220,30,164,306,194,163,67,0,89,2178,827,322,212,25,450,17,13,43,179,11,1,6,238,77,285,4227,9812,3310,272040,15151,4314,12413,1258,67870,23757,33419,57794,30792,13555,20369,8298,759,1776,525,689,873,945,871,1086,4454,1714,3464,473,5519,1006,7660,949,270,213,740,1922,478,554,11996,7,1,0,0,1,3,2,163,29634,14214,1893,1218,3008,2445,270,706,2152,1389,293,678,286,426,150,954,124,725,122,40,27,15,18,1881,2060,713,203,413,932,106643,290,23221,114,387,226,45,244,0,0,4,8,46,0,31490,5976,14026,2617,1555,3747,1691,1027,2083,418,337,279,332,192,104,392,38578,5609,1995,6374,143990,30653,14419,799,709,837,22,35,11,35,33,151,19,64,192,257,104,1286,162,417,54,67,51,2231,1776,294,2781,254,304,1230,10042,8348,3264,1385,12,0,635,612
"서안성",116783,33666,16339,27860,22401,21957,6681,7793,2128,2076,2453,663,34,222,98,100,622,928,306,178,1598,866,463,253,396,29,503,135,69,99,556,17,4,60,463,43,50,92,69,203,4,56,51,3,26,54,17,30,11,0,11,383,112,33,24,2,79,3,8,10,41,5,1,1,48,11,47,1752,1416,1386,61032,10202,3635,6771,735,19814,8969,21422,33986,18226,10542,16627,6393,268,788,251,285,400,501,329,513,2371,1744,746,106,1310,236,1797,217,60,52,176,454,113,127,2835,4,0,0,0,1,0,0,43,5509,2689,480,313,792,601,40,123,731,175,42,153,67,155,21,130,51,68,51,11,10,3,4,265,279,78,24,77,203,85968,14698,2227,14,100,49,10,78,0,0,1,2,12,0,10716,573,747,308,239,368,184,337,115,44,38,53,48,36,20,45,18007,1835,2422,1925,39598,9195,5214,120,95,106,10,5,2,1,12,36,7,22,42,19,12,174,30,100,14,19,6,396,281,41,466,55,44,200,2106,1465,571,200,2,0,119,51
"상주",2428,585,186,409,417,760,327,242,239,406,2652,420,48,278,333,250,7029,222647,39826,34968,216529,157782,45294,15466,13149,1911,17477,3170,1559,2370,16037,0,0,0,1,0,0,0,0,0,1,0,2,1,4,0,0,1,0,0,0,2,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,803,3,0,3,0,99,31,40,18,10,8,28,8,0,0,0,0,0,0,0,0,0,1,14701,353,414,67,429,84,24,9,35,166,10,39,331,2,0,0,0,0,0,1,8,148,7,3,2,6,11,0,96,456,23,6,10,1,3362,155,377,72,33,31,51,17,201,36,81,56,1,1,1,3,46,82,18,3981,118240,341,174,767,0,0,0,0,0,0,225,30,116,125,76,236,197,48,28,0,2,5,9,3,1,8,507,38,67,96,1046,187,167,43,18,25957,144,78,58,28,24,28,2,17,1,11,5,35,2,4,5,1,1,42,25,0,0,0,0,98,559,1014,467,292,2,0,2109,1106
"선산",7134,1708,709,1666,1193,3544,1444,1247,2259,1564,6680,1630,228,1565,3314,1659,11315,43066,26496,21918,88833,57082,18590,7589,4946,911,5837,948,1354,741,3810,0,0,0,0,0,0,0,0,0,0,6,3,1,2,0,0,0,0,0,0,6,5,1,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,2572,8,1,3,1,435,128,164,96,30,37,74,19,0,0,0,0,0,0,0,0,0,0,3746,1241,909,123,926,264,113,29,149,369,42,29,404,3,0,0,0,0,0,0,31,588,15,6,4,18,27,3,247,1744,48,7,38,1,5789,260,518,337,116,197,272,215,1497,388,98,173,1,1,1,6,368,217,62,117921,1710,139,107,377,0,0,0,0,0,0,441,73,184,135,97,411,172,39,17,5,8,7,12,0,3,6,1331,89,148,168,2498,635,301,56,23,10831,80,57,26,32,47,31,3,21,5,5,4,41,0,4,12,2,2,35,33,0,0,0,0,195,1645,3223,1618,984,1,0,563,299
"감곡",77193,39237,18019,5093,138,368,43,16,158,224,583,65,2,24,16,1,119,319,125,93,1106,355,178,94,41,12,199,48,69,36,226,1,0,0,9,1,1,1,1,4,0,8,11,1,4,3,2,2,1,0,0,22,8,4,1,0,8,0,0,0,5,0,0,0,5,0,1,18,11,14,67185,127,72,88,13,3816,2877,946,1432,375,241,244,84,0,4,3,5,2,0,3,2,26,11,184,104,244,40,376,44,10,6,18,142,15,22,382,1,0,0,0,0,0,0,10,37,25,12,3,7,4,5,17,44,33,8,18,5,533415,22113,88279,1254,8683,296,255,144,674,245,39,24,3,2,4,23,112,115,40,322,165,2982,9498,31784,0,0,0,0,0,0,34405,3251,22664,34209,13074,64105,33949,10119,8290,3011,1841,1136,1445,1426,828,2135,66329,5463,7506,21678,91754,21297,11121,6961,4901,84,9,28,31,25,61,279,34,92,255,2218,1050,12651,754,533,72,219,100,11224,8511,1,8,3,3,48,305,291,119,63,1,0,33,27
"북충주",24276,8069,1806,824,79,74,4,1,13,26,63,12,1,5,2,2,27,77,16,21,189,59,41,11,5,3,36,2,4,2,33,2,0,0,2,0,0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,13869,37,15,19,1,794,447,124,53,42,49,102,27,0,2,0,1,1,0,1,0,5,2,34,13,33,6,38,7,6,1,4,18,0,5,56,0,0,0,0,0,0,0,0,4,4,3,0,0,1,1,2,3,3,1,5,0,105429,5279,12090,308,1411,78,58,11,54,25,4,1,0,2,2,5,23,18,7,71,56,12060,633,22446,0,0,0,0,0,0,8163,1246,3755,5621,2500,11651,10155,761,462,160,171,150,139,88,119,123,12393,887,1477,3199,18187,3093,2566,692,464,11,1,3,1,2,2,21,2,6,10,138,73,607,64,55,9,17,16,981,824,0,2,0,0,6,46,33,22,6,0,0,3,1
"충주",117976,34955,7186,3852,337,379,25,9,76,101,287,26,3,24,34,10,378,1003,316,233,3072,883,449,304,114,56,509,89,225,108,673,0,1,2,11,1,0,1,2,7,0,2,12,1,5,2,1,1,0,0,0,25,9,1,2,1,3,0,0,0,3,0,0,0,1,0,2,16,6,21,72907,204,43,124,5,4964,2116,686,229,189,234,542,126,1,16,2,0,1,4,0,2,28,15,517,52,98,17,143,22,13,3,10,60,5,14,238,0,0,0,0,0,0,0,1,16,10,6,2,6,2,1,7,38,12,1,12,2,536212,22460,52458,1530,5342,242,132,67,190,92,9,9,1,0,3,11,102,168,35,853,436,41094,30687,208,0,0,0,0,0,0,39593,5896,18171,20854,10102,47758,41568,5220,3222,1176,845,651,844,731,388,992,59212,4705,7108,19867,102785,18260,16201,5725,3281,179,8,16,11,10,23,92,16,46,104,1030,436,4254,246,264,64,67,46,9967,7846,0,6,1,0,21,122,147,61,27,0,0,66,98
"현풍",4,0,0,0,2,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1691,1240,6166,1,10287,10598,16425,16661,86993,215,3207,4075,208,958,888,2189,1329,545,0,268,6501,9127,5959,2819,674,14,2,7,0,11,3,12,1,3,1,4,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,338,5,15,8,42,94,65,0,0,0,0,0,0,0,5,3,0,2,1,18,5,2,1,1,0,0,0,0,2,1,0,2,2,10,26,192,856,0,3,1,0,0,0,0,0,119,15860,35160,14861,23160,169563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28405,111536,12234,11570,0,1,4,2,0,1267403,10,0,0
"창녕",39,6,2,3,7,11,5,3,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,1218,9998,0,9320,5906,14669,13642,74852,298,2568,3110,129,802,614,2249,1774,1236,0,356,6447,8814,8697,4587,709,163,0,1,1,107,35,57,2,14,0,19,0,0,0,10,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2015,47,92,52,30,383,78,0,5,0,0,0,0,1,41,11,4,19,35,155,14,16,0,1,0,1,2,1,1,3,2,31,9,118,258,533,2545,2,1,0,0,0,0,0,0,23574,650,19341,37640,34176,231310,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41639,71676,11243,5950,3,8,22,19,4,370842,4,0,0
"영산",259,34,14,44,34,73,56,21,25,25,81,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6101,2248,15125,0,4767,4072,8958,9033,51895,417,3319,3665,131,1067,990,2957,2481,1023,0,249,10141,13528,12717,7858,1123,632,1,0,5,463,90,72,27,99,2,42,0,0,0,60,0,0,0,0,12,8,5,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,38,11,2,9,3,0,0,0,0,0,0,0,3278,104,190,80,47,313,156,0,11,0,0,0,1,0,157,41,29,89,123,976,58,162,4,11,8,3,7,13,4,22,4,135,52,423,630,1015,4112,8,9,2,0,0,0,0,0,41090,19827,234,17506,51796,356337,12,3,2,2,1,4,1,0,0,0,0,0,0,0,0,0,28,1,7,11,68,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51551,59308,10954,3762,23,23,147,83,68,391990,1,0,0
"남지",351,62,25,76,45,72,36,20,72,20,96,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7197,2818,13961,0,20535,9259,17531,13606,77710,175,1582,2037,119,467,771,3759,1371,2085,0,320,7311,8357,9406,7267,1439,403,3,3,0,229,36,40,15,79,1,53,0,0,0,92,0,0,0,0,106,6,8,20,4,6,10,2,0,0,0,0,0,0,0,0,0,0,0,47,8,0,4,0,0,0,1,1,0,0,0,2608,50,75,44,33,147,51,0,19,1,1,0,1,0,60,47,40,41,71,499,61,282,8,11,17,23,15,12,11,38,20,97,79,300,313,638,2245,35,15,0,0,0,0,0,0,16181,37478,6827,99,17896,570748,18,7,3,4,4,3,1,0,0,0,0,0,0,0,0,0,29,0,5,5,134,221,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99421,93727,16837,7842,22,24,156,103,39,129634,2,0,0
"칠서",1589,354,116,400,301,696,275,114,286,277,734,19,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22617,8910,17089,2,59577,26238,35328,28363,122932,498,3640,6350,677,816,1698,5750,2910,1533,0,651,11411,17120,15864,10956,2935,776,2,1,6,1595,86,115,65,175,11,353,0,0,1,950,0,0,1,0,282,54,66,85,43,60,22,2,0,0,0,0,0,0,0,0,0,0,0,183,22,4,14,2,2,0,2,0,0,0,0,4737,68,235,203,78,915,172,0,171,0,2,0,7,2,316,272,175,150,209,2062,145,1025,41,129,88,17,138,193,63,258,91,313,187,829,665,1465,3621,121,51,9,0,0,1,0,0,26406,41493,64648,26456,87,471671,67,12,46,12,19,72,8,0,0,0,0,0,0,0,0,0,234,34,36,38,1042,294,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158314,112483,32761,13693,43,182,746,307,275,164081,2,0,0
"칠원",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,1,1,0,3,0,3,2,0,1,0,0,4,0,0,0,3,5,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,163906,242470,351086,532587,429348,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1391178,4,0,0
