"","가락","가산","가조","강릉","거창","건천","경산","경기광주","경주","계룡","고령","고창","곡성","곤양","곤지암","광양","광주","광천","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","김제","김천","남구미","남대전","남안동","남양산","남원","남원주","남장수","남제천","남지","논산","다부","단성","단양","달성","담양","당진","대전","대천","덕유산","덕평","동광양","동광주","동군산","동군포","동김해","동대구","동서울","동수원","동창원","둔내","마산","마성","매송","면온","목천","목포","무안","무주","문막","문산","물금","발안","백양사","부곡","부산","부안","북단양","북대구","북대전","북수원","북원주","북창원","비봉","사천","산인","산청","삼례","상주","새말","생초","서김제","서김해","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","석곡","선산","선운산","성산","속사","주암","송악","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","영광","영동","영산","영주","영천","예천","오산","오창","옥곡","옥과","옥천","왜관","용인","울산","원주","유성","음성","의성","이천","익산","일죽","장성","장수","장유","장지","장평","전주","정읍","제천","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진월","진주","진천","창녕","창평","천안","남청주","청주","추부","추풍령","축동","춘장대","춘천","칠곡","칠서","칠원","태인","통도사","판암","풍기","하동","함안","함양","함평","해미","해인사","현남","현풍","홍성","홍천","화원옥포","황간","횡계","횡성"
"수원신갈",28,94,24,5808,179,1145,6956,2503,26617,1372,23,22,0,27,20154,80,106380,530,37302,65,764,112,336987,63580,594,5414,2071,311155,3814,31813,5165,1723,276,3493,150,102974,10,216,5,16743,74,285,136,0,1,8930,101636,1049,132,110380,43,12,679,36877,203,15872,16076,299881,52,10686,50,245550,9091,11424,67103,130,19,24809,38329,95,2372,5394,3685,47517,40740,25,195,32904,71225,259721,922,59,12714,937,942,132,8756,163,23282,99,41,120,79435,22433,836,2326,202,231327,9,534,73890,6730574,5893,8305,7725,849,381,4845,4779,0,360,15,7,5967,1,4416,9728,7,110,0,7306,63495,60439,757009,3074,4159,175808,110763,18,7802,8,370,8114,132,660312,6680,66,0,19990,6213,243895,18403,50666,53413,48314,207,200057,48579,59365,7625,507,122,13,11315,58012,22542,31232,16,25465,255,90,22,151,76,27535,116,38,425,14649,6,0,652954,40839,195748,4833,3520,19,149,4244,5292,36,4,7556,3760,9145,671,103,109,227,28,995,27,4244,1,1038,4917,12,3995,1198,1360
"순창",9,0,47,0,521,0,0,1,0,1,147,0,106,5,2,49,0,0,0,11,0,0,2,0,0,7,0,1,0,0,0,6,0,0,141878,0,698,0,2,0,0,97,0,3,15091,0,13,0,26,0,43,285648,0,1,82,0,21,0,20,0,22,0,2,0,0,0,0,41,0,21,0,0,0,2,0,0,0,0,1,4,0,6,0,120,118,35,0,0,0,39,0,50,0,4,126,0,6,6,166,0,2,28,0,3,0,167,0,3,0,62,0,0,187,0,139,0,5,3960,388,51,0,2,0,6,7,0,0,1,0,0,25,0,0,0,4,1,24,138,3,0,0,0,0,4,2,0,2,0,4,0,3,38,5,0,0,0,0,0,1,30,693,9,20,26,0,29,15,162,3,14,1057,3,2,3,4,0,6,0,0,0,11,5,0,0,4,0,46,21,541,0,0,92,0,3,0,0,2080,0,0,0
"순천",1003,0,38,13,519,0,0,14,0,13,41,0,48438,16992,30,57085,1,0,1,1494,0,0,110,20,0,106,0,70,0,3,0,193,0,0,1283,9,8,0,201,7,0,9582,0,1,15398,0,290,0,164,2,276029,1339179,0,22,9403,0,530,22,2535,2,2731,1,6,0,33,0,0,251,7,16840,0,1,0,10,0,0,0,0,82,60,0,768,1,135442,12490,4276,0,0,5,9031,0,5358,1,125,18056,0,45,82,11330,0,28,895,0,5,0,40327,0,86,0,27077,0,0,29,0,230521,0,112,451,31041,77641,2,78,21,83,115,0,5,6,0,5,556,0,0,0,97,12,163738,54059,27,0,22,0,4,178,15,0,13,4,30,0,68,4346,277,0,2,0,1,0,60,123,14,7657,38087,2973,1,26766,140898,189079,14,606,28889,81,108,38,62,0,4223,0,7,0,552,0,0,0,116,0,85011,1668,113,0,0,60,7,410,0,1,10938,1,1,1
"승주",15,0,2,0,9,0,0,0,0,0,1,0,6145,1310,1,7934,0,0,0,50,0,0,1,0,0,5,0,0,0,0,0,1,0,0,172,0,1,0,13,0,0,343,0,0,1551,0,6,0,3,0,8476,91741,0,0,197,0,4,0,96,0,53,0,0,0,1,0,0,2,0,512,0,0,0,0,0,0,0,0,1,1,0,22,0,3736,293,127,0,0,0,205,0,107,0,0,339,0,1,0,74840,0,1,5,0,0,0,1414,0,0,0,4440,0,0,0,0,16156,0,0,77,74138,608,0,1,0,1,2,0,0,0,0,0,15,0,0,0,0,0,3975,5789,0,0,0,0,0,1,1,0,0,0,0,0,2,85,4,0,0,0,0,0,0,1,0,266,975,86,0,840,1327,4714,0,10,4199,1,0,0,0,0,156,0,0,0,12,0,0,0,1,0,2516,52,5,0,0,2,0,5,0,0,189,0,0,0
"신림",0,38,0,654,0,3,13,2160,50,13,0,0,0,0,8733,3,368,17,9,0,7,24,17060,2246,1,14,7,6026,11,9,0,12,72,5,0,90797,0,300,0,110,25,1,207,0,0,237,332,16,0,3036,0,0,1,488,1,38,50462,4432,0,992,0,268,377,266,16,1,0,30,24702,0,3,174,8,971,58,0,231,84,138,8358,2546,0,220,3,0,1,42,0,2811,0,0,0,251,85,0,72,1,7248,0,229,2391,22089,10,549,28,3,2,402,44,0,0,0,0,371,0,265,4919,0,0,0,353,141,2897,159,16,13,8147,9857,0,9,0,158,21,58,2028,115,0,0,51,5,6767,45,7392,185,268,35,7811,177,3004,48,8,0,1,462,160,104,40990,0,86,2,0,0,0,0,1053,0,0,1,207,0,0,270,109,3,34,1,0,1,9061,40,0,0,13,3,32,446,0,0,2,0,43,0,284,0,12,5347,0,7,78,4327
"신탄진",42,25,3,855,40,745,3886,9646,24600,5030,2,0,0,12,28727,23,29048,0,17182,19,1,19,47163,5027,3514,41349,607,20595,1506,20273,3731,24962,88,1826,96,7714,5,9,1,38516,57,87,7,0,2,18,136495,1,250,4250,86,7,0,5391,165,6982,123413,61135,37,1094,31,2867,794,783,100715,0,0,21883,4598,42,3948,47,953,3347,21591,0,3,12528,16955,24575,113,22,287,478,559,51,4731,182,3051,71,0,74,45697,119638,1539,4,108,26698,6,40,12113,290252,2497,2039,3497,263,0,181004,13,0,297,0,2,702,0,13,55518,5,53,1,183,6158,6283,75572,32994,4710,4257,7249,0,17763,0,51,8793,4,71008,46874,39,0,149181,4376,7214,12627,9195,110420,30992,70,15466,34970,29649,2012,517,64,14,1410,24005,7135,792,0,120717,103,37,7,53,53,3057,63,43,325,51759,3,1,165399,83922,63465,45181,3053,1,0,1525,1757,29,0,2972,3485,115422,27,56,59,78,0,1,6,458,1,0,1144,11,5582,104,184
"안산",1,19,1,1891,32,148,845,348,2609,97,1,225,0,10,2314,7,13816,2017,3213,3,4478,13,909980,99537,80,919,247,13673,423,3193,526,248,71,348,18,17499,0,90,2,1987,8,38,51,0,0,41224,10745,3534,43,11747,0,0,11758,24,27,1412,3096,134863,11,1552,6,19112,22925,1026,5699,414,90,3333,6797,11,170,73157,533,32524,3601,155,58,2605,4595,31819,261,5,34247,159,145,24,862,23,5299,13,225,25,9004,2647,59,5893,38,1870482,1,193,24024,52702,424,1608,881,113,1968,2187,78168,0,56,54,1,1229,0,24267,45928,3,13,0,2465,5332,4389,19512,530,517,26933,14471,225,1128,1,127,1199,48,13273,1876,10,0,2826,740,44035,2133,9985,4857,10368,31,26073,4572,11190,1099,96,12,3,2684,6383,3386,13105,109,6247,46,25,5,19,10,6067,18,7,90,3010,1,0,26255,3005,16389,849,279,0,544,849,499,3,0,1170,268,1166,264,17,15,42,110,2562,3,1200,0,3344,1370,0,500,202,425
"안성",22,67,33,708,134,1083,7692,690,21224,760,21,0,0,29,3050,52,60886,1,30272,60,1,70,146160,17970,975,6624,1180,266572,1920,31665,3907,2274,122,3405,99,6355,3,9,4,10165,73,208,6,0,0,27,103887,6,136,5458,3,9,6,10212,190,10409,3427,277675,66,835,38,18922,3039,656,109691,0,0,19777,3445,67,2298,122,2168,22594,27621,0,14,22864,42106,172172,109,41,496,656,1408,111,5037,120,2066,140,0,116,77345,17785,758,5,148,90249,10,87,33890,2557471,4571,641,5058,649,1,134,37,0,296,0,3,555,2,26,637438,4,86,1,232,76586,22228,3932,3783,5317,8356,4978,0,6212,5,38,10201,12,431125,51,48,0,23577,10672,35507,17605,6969,42676,352,159,8340,33071,546,5000,383,85,25,1106,32463,13657,1237,0,105,176,84,15,113,93,2746,94,45,438,98,1,1,370107,48554,210315,5953,3588,43,0,832,3436,44,4,5305,3693,9685,62,72,135,138,0,3,17,507,1,0,559,8,3803,113,128
"안영",19,14,11,82,111,129,1485,857,3290,7891,20,0,0,23,1860,39,12333,0,5889,41,0,6,3510,374,3512,113478,761,1096,1175,7660,636,39067,79,356,203,628,27,3,9,47026,20,267,0,0,0,4,79471,0,802,228,4,15,0,104,113,2445,10776,3228,31,52,26,377,76,42,5214,0,0,77602,225,92,127,7,881,248,2968,0,2,4268,33155,1592,14,35,46,1529,631,171,4070,102,209,179,0,71,10082,94949,258,0,204,1855,7,42,693,22534,505,221,3608,640,0,9852,1,0,104,0,17,50,3,0,3880,9,128,0,25,35175,741,4282,1102,475,303,535,0,10389,10,19,1881,2,4328,2753,50,0,67884,1174,464,2259,745,103843,1364,38,977,23749,2026,1743,1268,59,21,104,19048,6019,77,0,7351,239,181,11,130,65,253,70,28,1017,2776,7,0,10069,22972,3875,113500,1609,22,0,140,939,34,2,3274,307,73828,7,109,78,216,0,0,52,52,2,0,114,30,4701,6,12
"양산",0,5274,42,169,66,12025,30995,678,323853,99,10,13,0,0,3366,0,114,49,7308,0,132,572,7237,1056,190,378,5,1916,9,5123,12053,436,2884,409464,237,560,37,30,0,1560,803,85,53,0,109,23,9375,143,25,516,0,0,209,739,0,45236,13773,8442,0,153,0,232,733,95,4470,68,36,367,156,0,177678,698,0,543,2863408,9,27,33357,2772,3895,57,0,544,0,0,50,26,1131,376,82,5,0,23126,2885,0,67,8,3613,0,2561,2804,29503,214567,208,180,262,68,2605,1026,0,164,2,0,73,0,482,5179,91,0,0,156,4405,2351,4582,539,237677,376,786,8,1889,0,2887,39660,832,6621,602,0,0,2037,8822,1305,631506,494,3720,1426,1347,1045,691,1271,23,34,0,26,189,156,9,428,9,983,8,52,0,0,0,286,0,0,0,1214,0,0,6355,5606,1851,347,866,0,32,68,3952,0,0,6,228586,1470,4416,0,0,119,16,86,27,76,0,81,227,0,2125,80,72
"양지",2,10,1,1984,12,65,369,7127,1030,40,0,3,0,0,11674,3,4841,99,1795,2,140,18,215757,38480,34,322,83,40897,142,1517,523,131,42,197,3,48849,0,82,1,1019,4,9,70,0,0,2059,7575,178,2,14284,2,0,108,18197,23,772,99485,488854,6,4401,6,15993,4976,3268,1227,24,3,1063,22353,7,112,3856,159,28098,1742,4,90,1707,3712,231713,413,2,6531,42,53,6,491,7,10220,5,1,13,4357,1347,52,456,9,140189,0,153,60277,1113608,188,2587,355,33,49,13153,1512,1,24,0,0,2271,0,1171,140061,0,8,0,6465,3868,33021,7625,210,253,2422,64452,1,341,0,76,455,44,26920,6598,2,0,969,424,156231,1171,24860,3037,12792,26,90127,2804,11968,440,20,10,0,4884,2859,1060,16242,1,9204,15,0,0,2,5,11356,3,0,25,4982,0,0,12267,2183,683,446,178,1,24,1976,305,3,0,307,165,469,196,1,4,7,2,195,0,1558,0,207,2081,0,231,376,1020
"여주",1,65,0,4068,13,119,497,22379,1731,132,0,0,0,4,75726,11,11114,112,2137,3,88,31,90861,15082,45,627,171,13598,255,2263,191,236,77,383,8,78537,0,86,1,3078,24,21,83,0,0,2186,11969,210,5,39224,1,1,71,4455,31,1317,436638,189941,10,6879,11,9242,2248,3767,505,14,2,2673,25397,6,175,1474,383,7640,3793,3,80,3224,5686,75343,969,3,2729,46,53,8,986,7,17573,22,4,16,8104,3015,35,418,20,51347,1,226,16204,259304,462,3222,1042,50,42,20888,1064,0,23,1,0,3555,0,1076,81961,0,16,0,5769,7161,16239,3734,411,985,81058,1941,1,438,0,127,667,42,20656,9901,5,0,1988,723,60194,1679,48378,6079,9174,41,105319,6600,27233,936,40,17,1,7954,5492,2024,19622,2,6294,23,8,0,3,7,18127,9,15,27,8163,0,0,6977,5320,128,714,251,2,33,4876,465,0,0,763,524,1180,252,2,9,18,1,331,4,2450,0,216,3079,1,247,517,1975
"영광",0,0,0,4,0,0,0,0,0,0,0,1147,0,0,2,0,1,72,0,0,443,0,680,68,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,67,0,222,0,2,0,0,1278,0,0,0,1,36,0,0,0,3,168,0,0,2733,488,0,2,0,0,120,0,23,0,617,0,0,0,29,0,0,190,0,0,0,0,0,0,0,438,0,0,0,0,100,0,2294,0,0,97,96,0,0,0,0,200,0,346,0,0,725,0,0,0,51,7,0,0,0,0,0,116,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,793,110,0,1,0,138,1,0,0,0,0
"영동",0,29,0,35,1,588,3165,1152,9251,496,0,0,0,0,2563,3,4359,0,20946,1,0,31,7119,690,6714,734,154,2110,296,32899,2636,2663,69,1550,9,348,0,1,0,10479,50,2,0,0,2,2,137875,0,5,444,0,1,0,409,0,5909,16949,6869,0,21,0,171,89,24,5443,0,0,334,188,2,1070,9,152,318,11650,0,2,15627,12778,3401,6,1,29,21,4,1,846,133,95,2,0,0,36714,14862,1,0,3,3376,0,56,1423,47480,2077,262,738,18,0,10485,4,0,235,0,0,32,0,2,7374,1,6,0,10,17125,1168,5466,9840,2039,389,397,0,5833,0,41,5948,6,7762,1609,3,0,62934,5918,547,7470,375,19113,1205,52,1179,5638,2317,486,17,0,0,56,3826,1678,31,0,3295,1,3,0,5,0,118,4,2,19,2061,0,0,9222,18562,5861,1107,9264,0,0,163,2629,0,0,599,1469,33622,26,3,0,2,0,0,0,19,0,0,42,1,28264,3,85
"영산",367,0,172,0,1059,0,0,3,0,2,1886,0,10,162,4,552,0,0,0,1078,0,0,6,0,0,28,0,2,0,0,0,17,0,0,208,0,7,0,20027,5,0,152,0,43,22,0,28,0,27,0,25,658,0,1,2809,0,22,1,679,0,676,0,0,0,4,0,0,41,0,409,0,0,0,0,0,0,0,0,7,4,0,2910,0,1206,2,84,4,0,0,80,0,1664,1,26,6871,0,16,7,44,0,0,50,0,0,1,801,0,1,0,10,0,0,3380,0,45,0,10,24,518,17,0,7,0,7,23,0,0,1,0,0,494,0,0,0,6,0,168,25,0,0,1,0,1,36,2,0,1,4,3,0,86,1445,409,0,1,0,0,0,0,21,23,145,458,908,0,642,81,3840,1,50330,19,7,4,4,8,0,42,0,0,0,52703,543439,0,0,10,0,414,2321,86,0,0,24737,0,93741,0,0,577598,0,0,0
"영주",0,54633,0,168,0,1164,9460,64,14527,2,0,0,0,0,155,0,8,0,207,0,0,16100,505,75,2,8,2,41,3,166,133,25,34429,2318,1,814,0,715,0,55,19558,0,2323,0,0,6,414,2,0,32,0,0,0,23,0,26682,1828,177,0,34,0,9,18,19,27,0,0,6,166,0,1045,9,0,29,17748,0,1005,110307,79,243,89,0,8,0,0,0,15,5,16,0,0,0,176359,92,0,2,0,333,0,193800,88,832,3242,8,20,1,0,48,4,0,0,0,0,4,0,7,168,0,0,0,113,57,98,38,30,2944,93,111,0,41,0,433,2985,31370,54,6,0,0,41,715,89,16594,58,98,9,21616,169,142,56,2,0,1,0,9,77,13,887,0,1,0,0,0,0,0,16,0,0,1,7,0,0,74,26,19,9,5,0,1,508,57268,0,0,4,1708,64,21234,0,0,0,0,1,0,77,0,0,159,0,39,27,64
"영천",0,16971,3,37,4,26174,248436,1772,221783,255,0,1,0,0,4452,0,100,3,47303,0,9,1105,20231,1142,616,490,143,5063,349,23787,57049,1023,1782,38826,17,401,2,53,0,6539,3942,6,81,0,8,1,42057,10,4,360,0,0,15,556,0,813047,35151,25822,0,28,0,413,264,34,17045,5,2,258,620,0,15037,79,12,607,187915,0,46,575095,6517,6734,23,0,458,0,0,3,861,3305,71,6,0,0,541245,8981,0,5,0,12377,0,3247,15389,86064,47469,348,986,19,5,6109,79,0,583,0,0,8,0,38,10780,6,0,0,25,8231,1626,13439,2033,38192,550,1408,0,7277,0,2924,8467,836,16865,1392,0,0,7086,76761,1331,195900,387,15042,3166,1754,2816,8782,3718,27,11,0,1,26,5053,987,116,0,2009,0,3,0,0,0,35,0,0,1,4340,0,0,16685,9387,9101,772,2075,0,2,187,73684,0,0,935,26807,5467,5823,0,0,8,1,6,2,19,0,6,126,0,6458,24,20
"예천",0,6684,0,217,0,307,1540,23,3224,0,0,0,0,0,74,0,2,0,17,0,0,3509,225,31,0,3,0,2,2,15,18,1,5145,589,0,551,0,345,0,6,3335,0,915,0,0,1,36,0,0,27,0,0,0,12,0,4656,834,67,0,22,0,2,4,14,4,0,0,0,82,0,227,1,0,14,3759,0,393,17748,9,132,48,0,5,0,0,0,3,0,22,0,0,0,30619,2,0,0,1,116,0,26331,37,293,762,1,3,0,0,4,2,0,1,0,0,7,0,0,68,0,0,0,47,3,39,10,1,605,32,55,0,3,0,30813,587,334,16,1,0,0,3,103,35,3495,40,11,1,3067,72,14,7,0,0,0,0,5,4,1,364,0,2,0,0,0,0,0,13,0,0,0,0,0,0,6,5,3,1,0,0,0,441,10273,0,0,1,430,2,16154,0,0,0,0,0,0,119,0,0,146,0,3,40,63
"오산",35,77,23,1455,150,1724,11928,1166,33143,755,19,0,0,29,8168,44,96752,4,46554,68,4,80,149725,12371,503,6417,1556,155340,2610,41579,5476,3026,143,4899,90,23114,2,47,9,13481,59,310,29,1,1,351,100170,12,117,21404,5,4,6,14072,350,12895,5203,263664,111,2272,49,37887,2212,1375,108906,1,0,25165,10007,106,4596,149,3197,24594,47198,0,52,24292,39616,156306,321,85,465,782,1512,110,7165,150,6105,149,1,196,106716,18159,1178,26,158,112424,4,156,32066,3041099,5885,2429,6217,677,4,307,65,0,352,0,11,1606,0,72,509309,5,83,0,1274,71737,16847,439287,3335,7777,29987,24288,1,7836,9,101,10901,37,7341,188,54,0,28005,8524,88358,29756,22810,38383,3741,140,42330,45071,3640,7459,491,179,14,2960,45291,19496,6608,0,1385,218,77,15,112,168,7155,128,46,645,1123,3,1,553728,56181,235310,7353,3968,12,0,1525,4079,56,1,6550,5638,9624,159,82,150,257,0,9,20,1099,1,10,1565,11,4967,222,467
"오창",12,5,1,838,10,128,805,12660,1588,586,0,0,0,4,40117,16,6851,1,3423,5,0,7,12893,1847,227,1939,149,461,393,3505,457,1405,6,277,12,8265,1,5,1,3911,6,42,3,0,0,16,50497,0,13,5906,10,0,1,1491,25,1288,192497,24119,11,1046,6,3511,322,623,15,0,0,2623,3946,22,197,142,213,801,2779,0,8,2544,31434,9971,146,2,152,91,91,10,938,8,2205,3,0,18,7673,10213,85,4,21,8532,1,7,2895,43581,307,3788,657,59,0,34384,7,0,40,0,1,805,0,11,6662,1,23,0,163,50110,2047,56,2532,362,8393,9394,0,1652,1,10,1097,1,196,91,4,0,11256,689,10952,1932,8229,20334,200981,8,24711,7706,62233,567,90,19,4,1261,3897,1504,513,0,30828,29,6,0,14,11,3918,22,13,49,335689,0,0,64,37361,20,2856,460,1,0,1539,572,5,0,658,299,7143,11,14,11,23,0,2,1,762,0,0,1215,0,1008,134,243
"옥곡",260,0,12,12,244,0,0,14,0,6,14,0,3492,9597,26,124404,0,0,0,416,0,0,104,12,1,89,0,9,0,1,0,83,0,0,72,12,0,0,90,2,0,2686,0,0,925,0,138,0,419,5,3171,69166,0,2,2490,0,242,7,616,0,746,2,5,0,30,0,0,250,2,4810,0,0,0,3,0,0,0,0,39,23,0,193,0,54083,2689,1536,0,0,1,3473,0,1262,0,73,4523,0,22,57,28179,0,36,420,0,3,0,17196,0,41,0,1446,0,0,6,0,11453,0,89,29,173852,4530,1,56,10,65,65,0,6,16,0,1,178,0,0,0,47,13,2589,4053,12,0,4,0,3,139,12,0,12,0,17,0,46,1102,101,2,0,0,0,0,59,36,7,1748,19621,859,2,8273,16661,63837,16,207,1742,68,72,41,45,0,1642,0,3,0,167,1,0,0,54,0,70971,651,75,0,0,30,2,102,0,1,2536,1,1,0
"옥과",25,0,0,0,6,0,0,0,0,0,0,0,15087,658,0,7669,0,0,0,68,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1426,0,12,0,4,0,0,296,0,0,3188,0,0,0,0,0,11356,909718,0,0,484,0,1,0,120,0,128,0,0,0,0,0,0,2,0,783,0,0,0,0,0,0,0,0,0,1,0,36,0,5374,601,162,0,0,0,317,0,265,0,0,752,0,0,0,31201,0,0,2,0,0,0,1257,0,0,0,19753,0,0,2,0,14426,0,1,268,58601,6038,0,0,0,1,1,0,0,0,0,0,36,0,0,0,0,0,3550,836,0,0,0,0,0,2,0,0,0,0,0,0,1,248,8,0,0,0,0,0,0,0,6,359,1435,176,0,1186,7059,6891,0,10,22373,0,0,0,1,0,206,0,0,0,17,0,0,0,0,0,2841,83,15,0,0,4,0,11,0,0,83,0,0,0
"옥천",11,50,7,189,35,628,4750,3588,15534,2306,1,0,0,19,9805,45,18728,0,20941,12,0,55,20291,2274,14721,3785,541,8300,891,26171,2778,8920,148,1423,89,1998,0,2,0,23617,48,106,3,0,2,4,967250,0,71,1179,6,11,0,1079,19,7664,52318,22964,5,116,3,533,364,96,26069,0,0,5054,948,46,1358,18,627,1049,12804,0,0,14830,125361,9848,23,14,93,419,160,56,3076,164,482,34,0,13,41247,94574,50,0,49,10498,7,87,5865,106848,1733,806,2538,364,0,72950,6,0,330,0,2,136,0,8,17697,7,50,1,46,158953,3035,21631,63213,1749,1188,1918,0,64455,1,42,7006,3,28939,11693,33,2,31623,5120,2389,10043,2108,144553,6851,64,4512,17157,8156,1851,299,9,7,256,12510,5475,192,0,27935,76,39,2,67,7,559,36,25,296,13380,0,0,34828,192293,28556,3022,6718,17,0,350,2216,5,0,2093,1062,59415,13,42,15,79,0,0,5,83,0,0,252,1,15760,13,45
"왜관",0,1643,0,28,0,6926,142797,864,79990,46,0,0,0,0,2171,0,103,0,135832,1,1,1010,4645,455,735,213,53,1484,105,20381,133495,537,2302,5600,1,185,0,14,0,2146,942,0,23,0,0,0,13832,1,1,648,0,0,1,192,0,301302,13180,5113,0,8,0,132,89,9,4004,0,0,80,94,0,5265,8,9,229,47932,0,12,1119495,2741,2010,1,0,17,0,0,0,325,8581,35,0,0,0,1281204,3598,0,0,0,2145,0,1367,1400,27118,12588,185,251,2,0,2884,8,0,1955,0,0,22,0,3,4747,0,1,0,5,3888,728,6992,931,8555,411,577,0,3630,0,1145,89611,237,6949,598,0,0,3866,884,873,50428,230,5928,1426,1497,1172,2281,1941,26,0,0,0,21,1280,268,28,0,965,0,0,0,0,0,40,0,0,0,1481,0,0,6467,4645,2577,312,3014,1,0,93,69088,0,0,173,6831,2765,1273,0,0,0,0,0,0,22,0,0,30,1,5738,15,6
"용인",0,22,3,2258,22,163,1134,1382,2548,139,1,19,0,2,5561,11,13909,541,4048,9,498,32,251494,57361,72,806,242,96197,514,4879,553,347,47,601,19,50972,1,100,0,2687,15,22,61,0,0,7984,14307,819,11,54586,1,1,417,34219,41,1949,26377,661444,11,4147,10,13428,8683,3104,6501,69,16,3144,18660,7,439,8299,524,44980,5361,8,63,4229,7006,350025,422,5,12525,109,125,12,1170,16,9571,15,25,30,13428,3891,100,1544,15,194667,2,184,82933,1681560,775,2775,970,71,277,27061,4491,0,34,3,2,2033,0,4653,231739,0,34,0,5526,8987,55407,41875,504,1662,161598,52170,18,800,0,127,1165,41,90804,12139,7,0,2822,1477,4263,2209,22296,6627,27910,41,88725,7587,31160,1280,75,21,1,4728,7094,3150,15026,12,15414,29,15,2,29,24,10443,15,5,47,10990,0,0,69347,8559,4729,881,532,0,113,1797,712,4,0,1034,443,1373,201,17,17,26,9,650,3,1570,0,708,1699,2,720,384,679
"울산",0,28244,54,297,86,67714,189146,3099,601996,773,13,17,0,0,7784,0,195,64,39813,0,171,3214,31245,2651,957,945,302,7019,301,26335,113004,1519,12992,607862,308,1464,48,209,0,12608,2705,110,620,0,141,34,56656,186,36,1710,0,0,270,1940,0,371643,56326,33531,0,333,0,1098,1196,158,27593,87,47,739,844,0,229446,921,4,1715,869281,12,353,209483,9581,14779,103,0,835,0,0,64,1441,6436,496,105,6,0,214455,13660,0,87,12,11889,0,16800,12099,135223,1773331,662,1025,338,88,14282,1329,0,560,2,0,138,0,625,22845,118,0,0,232,14742,4918,19390,2365,632447,1503,2243,11,8366,0,19145,208394,4860,33655,3350,0,0,9936,54919,2360,402817,1623,21991,7304,7401,5103,15921,5176,40,57,0,33,296,5841,802,902,12,4827,10,68,0,0,0,427,0,0,0,5632,0,0,28004,17692,12427,1133,2635,0,42,411,28025,0,0,457,542103,6179,38993,0,0,153,21,112,34,167,0,105,609,0,8679,135,162
"원주",0,81,29,22136,4,52,186,11120,976,160,0,1,0,1,42359,9,12761,55,1047,4,47,22,61721,9053,50,483,143,7296,313,1269,137,421,36,218,4,124530,0,89,1,3697,21,10,82,0,0,1768,17300,115,1,11015,2,4,27,2052,112,452,232407,107270,24,119118,41,4421,1327,37393,395,4,2,1803,138643,4,195,903,320,3761,1594,1,108,942,8119,33163,2774,3,1129,43,9,1,997,2,76626,3,1,51,3713,4374,10,293,2,28396,0,149,10897,161123,464,1320,859,36,28,25891,710,0,4,0,1,20538,0,770,34737,0,6,0,6327,9404,10908,5049,605,195,30646,64750,0,428,0,199,311,62,17912,8323,5,0,1979,227,27394,2405,20248,8618,6065,47,58596,6873,35307,1249,19,51,2,82363,5420,1965,26963,1,6102,6,4,0,13,23,86398,4,8,42,6254,1,0,8348,4493,130,450,137,1,17,25494,196,3,0,569,116,1452,364,4,4,7,0,140,1,8824,1,99,7734,3,187,2968,1138
"유성",62,110,44,774,297,1367,7342,10702,28061,17743,38,0,0,52,18503,101,233438,0,36126,93,0,96,35979,4280,3756,59296,6776,17801,11150,38675,5721,54150,406,3456,243,9570,13,14,20,288249,80,591,5,2,4,14,228483,0,637,2762,29,16,1,1331,359,16880,135898,42880,94,620,75,3251,846,537,39318,0,0,73106,2919,220,1680,32,9227,1739,30013,0,3,35023,68385,15993,120,125,204,2177,2097,245,50344,396,1867,278,0,272,82104,116140,1088,3,332,18671,15,181,5409,378674,4139,2391,36787,1715,0,93681,8,1,459,0,28,530,2,12,58153,5,191,2,211,112532,6406,44954,82011,4439,3584,5922,0,21673,31,132,14067,12,43725,21414,108,0,139161,9153,5795,21341,8785,3593,12879,183,12295,268404,17733,20679,1258,177,18,1067,236322,61579,825,0,60958,433,226,31,223,179,2574,205,69,1214,20253,14,2,91913,162449,30908,69483,5407,34,0,1665,5550,74,7,24066,3008,107393,41,173,184,444,0,1,88,424,4,0,1025,63,8696,75,207
