"","가락","가산","가조","감곡","강릉","거창","건천","경기광주","경산","경주","계룡","고령","고성","고창","곡성","곤양","곤지암","광양","광주","광천","괴산","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","기흥동탄","김제","김천","나주","남강릉","남공주","남구미","남김천","남대전","남밀양","남상주","남성주","남안동","남안성","남양산","남원","남원주","남장수","남제천","남지","남천안","내장산","노포","논산","다부","단성","단양","달성","담양","당진","대동","대전","대천","덕유산","덕평","동고성","동광산","동광양","동광주","동군산","동군포","동김해","동대구","동대구.구.","동서울","동수원","동창원","동함평","동해","둔내","마산","마성","망상","매송","면온","목천","목포","무안","무안공항","무주","무창포","문경새재","문막","문산","문수","문의","문평","물금","밀양","발안","백양사","보은","부곡","부산","부안","북강릉","북광주","북단양","북대구","북대전","북부산","북상주","북수원","북영천","북원주","북창원","북충주","북통영","비봉","사천","산인","산청","삼랑진","삼례","상동","상주","새말","생초","서김제","서김해","서논산","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서안성","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","서포항","석곡","선산","선운산","성산","성주","소양","속리산","속사","송악","송탄","수성","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","연무","연풍","연화산","영광","영동","영산","영주","영천","예천","오산","오창","옥계","옥곡","옥과","옥천","온양","완주","왜관","용인","울산","울산.구.","원주","유성","음성","의성","이천","익산","일죽","장성","장성물류","장수","장안","장유","장지","장평","전주","점촌함창","정안","정읍","제천","주암","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진안","진월","진주","진천","창녕","창평","천안","청도","청량","청북","남청주","청주","청통와촌","추부","추풍령","축동","춘장대","춘천","충주","칠곡","칠서","칠원","탄천","태인","통도사","통영","판암","팔공산","포항","풍기","하동","함안","함양","함평","해미","해운대","해인사","현남","현풍","홍성","홍천","화서","화원옥포","황간","회인","횡계","횡성"
"동광주",17933,3,3712,10,43,33151,1,23,2,6,56,7355,6876,2302,707323,14707,65,119670,500,68,16,4725,9688,186,0,474,25,3,652,381,1,109,575,290,7,1,53,200,3846,73,0,98,3768,4,8,1,304664,37,78262,3,1005,242,524,1,200,1,2542,1,0,624028,101,4,192,178,8416,9,2414,67,167671,730,1079,20,10273,0,0,355,38,21297,19,16,0,3,14,4,179,10,42,332,50,25,2959,40,246,21,8086,0,18,0,2,0,111,1105,5,11,0,438,7,6259,0,5,118,173267,722,103,0,0,5377,11,6048,137,28187,94932,3936,0,228,0,399,8,3713,167,14199,133,5,235,113005,72,1016,1012,481426,0,121,80,1470,1,37,1005,10680,68,122,113,1,152768,748,845,9810,5307,68,10,2,47,62,1,198,228945,1321907,61243,5,74,38,127,113,2,10,47,68,38,1166,301,6,1861,1,1,0,227,53,3,54981,831334,22,0,32,22,9,11,0,21,688,57,0,63,222,70,440,580,249,0,13267,3015,3,1288,449,43,2439,10,110572,948,187,6074,38602,3486,5477,6064,6,7740,112,44532,35513,135,2048,248010,214,0,0,70,151,43,0,77,13,2687,40,58,44,3,5009,72,11,440,1,54029,117,5,9,0,38365,6003,18177,25,210,1,5649,25,4196,221,18,31,282655,5,3,9,9
"동군산",16,0,0,3,130,2,15,34,26,83,11,2,8,72814,1114,78,63,1106,203563,42584,2,48,12,16727,0,68523,4231,1,7,11,3,1812,4,26,690,0,89,15,2,21,3,39,1,4,496,1,168,69,12,2,1,1911,55,0,4,0,1,3,0,5159,21187,8,889,156426,3,29,9,417,3030,1343,73,150,11,16,0,414,2141,29,225,33,6,0,325,9,33352,1,269,135293,15660,6711,3,56093,10,58,10,1,41,666,0,2,21916,516,12,1921,2,64572,20,16732,0,45,933,148,42,1797,5,4,8,3,7,22603,59,116,0,0,3,0,9,19,1,10444,20,9,62,135,101,21873,0,159694,4968,3,13813,2021,16076,4,56,15,13,42570,261,27404,3,552,7,65168,1,0,1,12,2,12890,3926,22,3015,516,20506,819,2,257,5473,1355,98,0,71,122,2,7,0,43291,7,4,1,23,0,3363,116,1,897,2099,26,8,4,15,231,100,0,67,2139,223,1,152,8,181,4209,12274,0,0,8,2,5,38,21,828,43,12,3639,36255,264,2,33,3,62,12,8,5,1,985,25,100,2,1110,1669,1,14,8824,197,74,0,11,12,10,43571,81,8,14,1,3,8,14,0,81,102,4,70,4,914,7,7,40047,57384,1,3,46,5,83271,40,20,52,7,6,12,9
"동군포",347,10,32,9777,5209,179,191,12,886,2656,339,126,326,60,39,36,444,140,7736,4,1166,3449,46,627,50,17,42,66,674,168,30283,22434,264,1844,0,48,1558,929,609,1297,114,255,86,252,9800,957,66,5871,5,400,497,7913,92,473,173,3,245,324,0,176,8,6074,7189,15,164,13806,53,1,61,22,129,36,264,1659,0,121,297407,355,0,2444,1552,1,24656,859,2,1807,5319,379,48,16,1081,6,1940,7541,70,83,320,3,597,443,2,247,559,56118,2002,162,1568,247,896,2613,3670,363,1042,35880,473,202,161,1332,138,5,828,91,329,64,650,520,3643,2116,107,48,409,2184,10260,1097,932,17,526,17,373,1477,24,2702,10105,612,2798,942,1142,98,1576,55,95,33,688,67,186,654,213,233,490,10,6368,484,133004,11,803,42,1018,12618,8,21022,388,462,59015,14841,1359,682,41,95,238,264,360,707,54,39432,4038,595,96,78,926,57,2912,884,49268,2939,0,4117,4215,6941,47,16971,3237,6435,379,42,354,39,190,11,1542,5446,3495,5582,1217,3770,223,32,3964,161,165,9,137,768,1535,50,172,74,624,3010,168,39,22993,131,102,79,2942,10996,427,1068,141,7,18,347,5069,469,138,4545,363,647,332,1277,906,411,2614,2285,153,490,666,33,6,75,38,3207,343,14,603,257,113,163,124,1741,836
"동김해",2616,0,1223,455,7,4360,4,183,2,56,2850,618,448,329,431,4148,974,15105,6,1,159,241,25240,3,0,2233,195,612,644,45,16,489,79,543,0,0,15,12,2843,196,6,160,1228,0,131,68,1585,18,130,2,12479,414,144,11,484,0,2334,1,0,657,137,44,2152,10,1084,213,342,0,764,11251,16,158,1279,4,0,7030,469,119825,1,0,1,355336,59,0,202,2,1450,35,3,2,378,0,425,64,23915,2,716,0,13,8,241,61,60,76,16,81,1,429,1,6,695,6617096,924,909,0,0,33106,118,477,189,27886,3,1850,3,739,7,979,2,1952,8,202813,132,6,767,4111,197,673,2343,1424,0,854,134,3393,8,130,237,6245,6,1135,222,0,270,424,119,2216,1819,2157,92,0,297,382,4,864,153,10538,433,0,512,279,631,470,24,400,466,56,515,215,248,101,6145,0,2,0,1066,808,0,3501,591,220,0,2277,1,291,92,0,28,850,452,1,795,1150,93,253,45,617,1,271543,8241,4,2403,345,16,405,4,1481,210,144,1069,670,3762,10337,208556,2,15111,365,4186,26079,280,11896,284,1325,3,4,270,613,472,0,301,121,1182,4,19,1249,2,33844,1,11,105,8,5295,624,2,2,0,10285,27216,3174,7,15,0,1642,6,8434,13,10,180,32998,169,29,0,2
"동대구",1,78218,1,2370,813,3,105703,1392,668037,442142,1547,3,0,2,3,1,5168,5,34,8,1279,95968,0,74,16099,9333,692,979,232,26,45,2708,67,28842,0,9,69,101605,739,498,81907,2918,16,37999,678,31810,4,2863,0,3340,2,1624,23,17257,2472,14782,1,2370,0,4,535,199770,17895,48,9,1315,0,0,1,10,9,1593,4,3119,0,39038,2416,1,0,36,290,3,288,27,1006,513,6489,1,0,0,44,41,4686,431,1,7579,3101,0,18756,55400,1242,5,370,389,83876,1,214,2,3072,304619,4416,2,9590,4666,51903,135,0,617,0,718,5,0,1,20873,217,14609,10308,350,2,2,1,38,804940,4228,2,948,1,8562,2,16106,2659,667,19120,34387,623,330,1,44,4300,1280,20851,0,6965,2,6,45,25,608,55,702,1514,97358,4934,3,5,1,552,2518,760,3119,1792,17356,1981,2514,41,2341,0,1,907,2,17822,405440,3141,5208,1941,17,1,2,1177,5152,216,186644,1339,270051,0,667,6308,1317,21528,3706,1818,455,19,0,3,2608,2,1,177,2109,5197,69,233,1161,1,3,754,0,0,0,3,1,221,0,4,2,4,1198,5,1,6520,103431,9626,1421,3351,2335,52070,619,2533,0,43,2874,5152,128977,0,12,14,166,10874,4,4182,33188,272020,4123,3,0,4,0,57,5433,1,677,12,72,1390,1825,17,2160,85,482,434
"동대구(구)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"동서울",10846,518,1832,807277,315374,9791,11492,4239374,30728,100018,30677,8700,6639,311,716,1183,2891307,11397,139632,449,73411,122484,2025,1372,2659,2299,663,1915,23935,4360,906,829,5351,43694,11,4302,746,30865,24883,10424,4232,6038,6227,18617,13477,23008,5576,404241,218,28364,7171,2069,1891,12635,35194,526,7414,19364,0,2576,1534,143465,277746,1283,6550,245326,1597,4,1496,549,454,261,7805,35429,0,4636,3693,9087,6,146044,93229,2,11055,54114,197,118176,1292,2601,419,138,34435,305,114669,432296,3688,3895,13724,5,13876,10008,307,5894,22191,245,65253,450,95075,3814,61718,164278,196133,17720,71188,2016,10094,14854,8842,119677,4226,300,22503,2118,6076,4829,10528,4831,115389,124824,4630,98,10129,1003,223433,48610,36455,2103,15139,1562,5122,126583,764,3059,7165,14941,1848111,17824,25706,532,554334,1521,6695,902,38509,184,11130,18096,2752,8437,19005,1380,2428,32481,3531,307,13267,917,57544,260862,695,4042,18959,12221,204023,1009490,1105,40484,1526,693,9728,14326,25369,18406,6088,2272,453067,14210,10760,1904,29892,2834,27558,26767,25321,100447,0,220135,169307,647499,3824,1014864,48958,1239292,9697,400,33640,3121,11035,1606,67594,82083,211899,1751,35295,272733,3974,126,287436,7224,7757,452,7943,3535,85880,2231,4192,3316,14826,239580,9659,658,11839,7495,4534,1327,90717,283,7623,29333,6734,504,269,2403,405863,26544,4800,120315,251,14703,4883,50700,35798,18589,90681,166930,6023,4301,16391,379,453,5166,2756,125199,18569,1607,7056,10810,6824,5717,3914,147888,21437
"동수원",556,46,95,61420,34068,426,959,415,2077,7278,1126,529,450,940,107,81,5687,423,19316,5516,6063,11312,140,7155,193,1472406,501371,185,1639,417,71513,48532,635,3451,19,467,3687,2310,1789,651,290,1009,396,1349,29538,1630,213,42451,14,3175,311,15389,223,881,471,38,625,2281,0,463,27301,10230,19452,10796,488,99308,124,15,154,74,2466,370883,488,2626,0,2925,1087,635,13,13666,10090,3,262565,5137,83800,11596,15795,6229,912,336,2624,2269,8311,43683,300,270,1020,15,963,739,40981,616,1459,232544,4623,2506,10984,664,6356,13109,15070,942,3666,1765674,768,1695,773,9597,269,97175,1697,312,407,361,1585,335,6692,15123,287,624,783,5632,16185,3212,1813,30266,686,2187484,956,10954,562410,18105,2135267,1049,24254,2327,2133,3314,5812,37391,462,87,2866,885,549,1187,508,722,3205,29111,27322,2922,127163,31,2127,115,7302,19809,245501,102284,1358,806,335695,126275,3826,4596,108,1209,724,866,2226,1242,448,84592,14394,1593,377,205,1938,244,6994,1409,412528,6623,0,25292,13301,37073,376,138159,7833,44275,951,140,1214,193,898,50,6752,13269,14837,13167,2970,26641,564,698,13318,456,506,48,558,212,9579,182,423,216,961,8849,703,98,95227,532,332,10380,4655,31650,515,1995,524,35,1780,10556,37222,2416,394,9288,1001,1594,357,4214,2811,1450,7335,17031,452,308,879,842,6619,406,124,24151,856,20879,14829,917,531,387,293,11696,7132
"동창원",72678,0,674,519,4,4256,3,319,0,11,232,1251,1242,431,815,6789,1484,33789,11,5,227,542,56377,6,0,4575,256,146,759,111,13,871,173,654,0,0,37,30,3408,331,2,172,1780,1,237,15,2108,17,205,3,21648,752,266,3,1660,0,3435,0,0,1117,492,35,3255,11,1107,251,1812,0,2204,27125,40,758,108708,0,0,11430,662,1125,3,1,1,1409345,57,0,449,0,2845,96,12,6,390,2,535,114,51262,0,945,0,2,6,527,156,112,134,6,107,1,1115,2,3,1022,557723,565,1476,0,9,77184,146,1000,391,56929,5,3170,0,1548,2,1041,4,5487,9,107958,194,6,961,506214,570,698,3767,1994,0,1693,325,5271,3,184,492,15828,2,1383,550,0,382,753,232,3329,2882,5280,133,1,1077,571,6,1208,283,20616,719,0,852,213,1116,750,8,601,544,76,732,533,350,99,5408,0,0,0,1555,668,0,6302,923,217,0,4796,4,383,26,0,20,1633,550,0,962,2329,153,520,113,872,0,364014,28155,3,5143,379,44,845,0,2697,292,182,1508,964,10991,12786,58589,10,41125,809,5111,48321,431,9417,507,2630,0,2,800,991,671,0,396,197,2683,3,42,1632,0,117332,5,21,345,4,11246,906,1,6,0,16979,97429,5006,6,20,0,1347,13,8711,20,20,160,50057,132,71,7,36
"동함평",2,0,0,0,0,0,0,2,0,0,2,0,1,460,9,1,4,4,18,56,1,1,1,107,0,312,29,0,0,8,0,24,11,3,13108,0,2,0,0,3,0,1,0,0,9,0,11,1,1,0,0,25,16,0,5,0,0,0,0,12,85,0,10,119,0,0,0,569579,3,7,731,2,0,0,0,18,39,0,57,0,0,0,2,0,143,1,3,70926,4130,9802,0,29,0,1,1,0,0,13051,0,0,133,31,0,18,0,269,0,15,0,1,7,4,0,23,0,0,0,0,0,190,0,2,1,0,12,0,1,1,0,336,0,3,0,14,24,37,1,1227,4,0,71,29,236,0,7,30,0,71,8,113,0,1,0,960,0,0,0,0,0,42,21,0,47,3,10,2,0,1,36,18,10,0,1,2,1,0,0,695,0,0,0,0,0,42,2,0,2,7,1,0,5,0,2,0,0,0,45,1,0,8,7,3,8,25,0,0,0,0,0,34,0,17,16,0,4,296,8,0,3,0,1,0,2,0,3,0,0,6,0,3,21,0,0,68,13,2,0,5,1,2,28,0,2,1,0,0,0,18,0,1,5,0,0,0,0,0,0,2131,74,0,0,2,0,161,1,0,5,1,0,0,1
"동해",0,347,0,2519,425668,3,2,4271,23,27,425,1,11,10,8,1,11489,48,1848,87,413,201,1,138,39,27633,5654,13,91,23,1218,2015,34,102,0,47623,41,23,20,67,12,10,1,30,288,18,20,18117,1,179,5,121,16,10,571,60,12,138,0,24,684,125,2436,277,9,4703,1,0,6,10,23,2563,0,47,0,130410,11862,1,0,97,8534,0,820,39199,1367,5259,84,156,12,3,60,28,357,28043,2,2,112,0,11,5,364,54,64,1311,49,16,172961,46,344,199,1287,0,119,16432,2,920,3,162,3,713,19,1,8,9,147,7,78,63090,8,1,0,30,1062,627,7,559,5,22521,25,193,5904,139,30441,5,2096,245,30,62,3774,531,1,8,58,10,0,7,30,20,4944,740,188,32,8669,2,60,1,383,3154,4517,451,221,9,15429,9651,24,97,0,19,14,4,77,4,129,2508,2135,237512,11,15,164,1,384,12,3640,66,0,44460,1700,1110,43,10292,778,6467,130,6,79,3,2,0,18889,1459,93,95,513,2023,14,5,802,5,17,0,7,0,18930,0,26,14,14,1549,2,7,1696,10,1,262,858,8,4,123,1,0,24,8670,863,136,7,52,7,123,1,55,402,21,10,187,8,0,11,9,75,1,0,190024,4,277,1707,17,3,14,11,37929,396
"둔내",5,515,1,1760,34260,14,43,3500,130,559,90,5,2,2,3,1,8728,41,631,30,189,172,2,21,185,15192,3670,4,30,8,841,1420,12,85,0,436,19,30,24,42,52,8,3,192,133,138,11,39273,0,522,3,43,13,75,155,159,5,357,0,11,157,879,1056,56,13,4501,2,0,1,0,8,1808,4,211,0,84175,9025,1,0,9176,1141,0,548,4321,529,22410,15,28,7,2,57,6,171,39258,1,12,26,0,81,63,106,14,12,789,353,7,13154,35,869,1209,693,3,139,11102,37,1612,4,137,6,422,32,0,7,52,55,48,77,74087,4,2,6,12,2865,223,8,237,8,12733,18,1501,2366,62,21949,90,1894,66,39,13,2211,118,22,2,81,1,6,14,8,12,8013,108,145,269,6233,0,31,1,1436,1170,1859,183,137,61,11493,10468,13,70,0,4,3,16,306,72,203,1046,1494,1756,12,4,30,15,201,19,2714,1127,0,147871,702,534,128,11990,282,4264,21,1,133,8,4,0,21012,366,113,32,147,5759,0,0,390,11,1,0,10,5,20388,4,11,5,9,664,3,10,742,21,22,68,206,9,36,92,1,0,3,2757,564,1457,8,72,2,35,14,54,167,119,279,1632,18,1,8,0,54,30,0,13372,8,82,1328,5,1,10,3,23524,565
"마산",74404,0,2,0,1,2,2,0,2,52,1,2,9,0,1,3,3,24,0,0,0,4,6,0,0,17,0,0,6,0,0,4,0,3,0,0,0,1,3,0,1,0,3,1,0,40,2,0,0,2,7,1,0,14,0,0,1,0,0,0,0,10,9,0,2,1,1,0,1,9,0,2,322004,1,0,48,1,1293880,0,0,1,828,1,0,1,0,5,0,0,1,2,0,4,1,4,3,6,0,7,7,1,1,0,0,10,0,1,1,0,1,3,2007151,5,1,0,0,37,2,2,0,10,7,3,1,0,3,1,0,1,0,499561,0,0,3,1568836,0,1,11,2,0,0,1,20,10,1,0,13,0,4,1,1,0,0,0,5,5,5,0,0,1,3,3,0,0,13,0,0,0,0,3,1,12,2,3,0,0,0,0,0,15,0,1,0,3,0,0,1,2,1,0,1,0,1,66,0,0,5,3,0,4,0,1,0,0,0,0,453928,4,1,6,2,0,2,0,1,0,1,1,1,6,2,390701,0,6,0,5,7,0,7,1,9,2,2,1,1,0,0,1,0,0,0,0,3,0,22,4,0,0,6,26,3,0,0,0,4,30,2,0,0,3,3,0,3,2,0,2,49,0,0,0,0
"마성",50,6,5,3108,2499,39,108,229,156,606,252,32,49,72,25,16,567,70,4797,354,597,1512,11,1142,10,133270,45149,10,178,101,31516,59964,165,423,0,28,755,344,149,107,48,43,18,43,840,277,22,4999,0,170,39,2520,54,143,130,1,82,97,0,106,2061,1710,4209,1257,22,4460,16,0,38,16,284,27962,89,278,0,9670,247734,73,0,873,481,0,1722,316,7947,825,2374,611,55,12,206,123,468,3453,19,51,122,0,158,75,2433,147,105,17421,699,187,497,160,522,1500,2660,130,246,217080,30,129,144,489,42,6348,209,59,39,43,403,41,434,668,32,57,150,1381,1626,817,255,2914,65,154091,229,530,37501,632,658609,151,1913,593,488,292,3980,1700,31,19,315,60,41,72,128,26,93,1411,1909,403,190042,6,496,27,128,3264,22862,9316,409,108,15791,8581,872,132,8,104,49,96,86,95,17,38323,4373,64,61,46,177,19,1781,160,25033,989,0,1463,2500,2029,16,8071,2059,1574,229,25,139,12,241,3,265,3400,794,2710,745,1056,131,48,1100,26,26,3,39,25,338,25,98,21,196,836,45,26,29840,42,24,764,655,3611,25,159,49,8,102,1755,2819,385,47,1362,210,394,38,573,604,139,527,799,34,28,65,40,523,64,5,1405,63,1446,1495,41,73,14,12,783,390
"망상",0,181,0,1308,158348,2,0,1899,15,5,227,1,5,5,3,1,4920,28,953,28,389,104,2,35,16,10421,2224,3,24,12,428,980,20,56,0,15112,7,10,24,30,4,4,0,26,111,8,11,8853,1,189,0,41,10,5,239,35,4,91,0,10,237,57,1291,98,9,2113,1,0,4,0,6,1413,1,18,0,56568,5042,0,0,34919,4788,0,334,50,539,2952,32,43,10,1,32,12,160,13701,1,0,94,0,5,8,102,27,44,479,25,1,58426,22,217,127,612,1,74,6127,0,465,3,87,6,236,15,0,5,1,57,8,30,26763,1,0,1,13,590,292,8,214,3,8691,15,148,2212,53,19746,1,1165,113,16,15,1965,221,0,1,33,2,0,15,15,18,2562,184,103,14,3322,2,38,1,234,1065,1579,231,98,2,5467,4552,8,60,0,2,13,0,46,0,80,1007,1292,47465,16,2,61,0,154,4,1505,16,0,20610,691,452,26,4501,350,2834,54,4,54,0,1,0,10360,535,49,38,207,1288,7,2,411,3,11,0,4,1,8969,1,10,5,5,637,1,0,736,5,1,91,271,4,0,70,1,0,10,3394,460,108,0,19,1,76,0,37,183,18,0,180,4,0,13,4,29,1,3,52515,2,111,713,4,0,5,8,17426,185
"매송",1382,18,130,5998,2909,629,612,40,1715,6770,1288,315,673,6163,455,132,610,636,50716,20994,536,8098,295,36704,21,193271,10192,238,3180,393,5756,2129,601,5694,241,42,4240,2597,798,1368,242,987,326,143,61356,1084,250,3438,12,288,748,31860,218,564,486,20,495,255,0,1737,120238,6579,26927,26760,705,4411,210,102,472,281,38187,5,710,1107,0,157,72518,932,42,1733,718,0,8586,586,176,830,28108,28394,3783,933,2977,4940,912,4108,282,438,2119,176,752,389,291973,655,2078,7807,3163,13608,1003,2781,657,4877,14010,833,382,5781,412,154,553,804,325,115607,2284,468,419,273,1486,273,1514,1352,469,6941,684,7715,9538,4130,2837,82510,1236,752102,2181,1046,21779,20034,7460,790,1684,2165,1917,16296,12250,335382,210,290,1509,4200,815,635,496,817,236,191868,81956,966,32268,121,6031,315,722,31944,11871,71899,2044,1668,16606,6958,4389,377,143,8589,917,762,314,1654,78,6870,17624,190,386,672,4550,131,6650,1625,22253,6672,0,1911,14879,28347,45,8916,7424,4359,1767,3377,1341,188,587,270,572,12438,1595,16553,2815,2904,1681,4218,15647,553,557,73,532,565,775,327,426,753,1791,15631,363,226,95428,273,704,134702,12404,45428,241,3568,551,74,4681,607,3585,884,362,6195,1284,1494,360,3980,3434,524,2929,1433,484,384,1187,4642,17620,150,82,2125,1067,45400,1001,951,246,533,384,940,613
"면온",2,1230,0,1410,30571,2,57,2779,210,374,66,9,2,2,0,3,7594,22,742,20,178,380,0,18,203,13619,2838,0,15,6,916,1781,5,86,0,424,10,47,29,96,33,4,1,162,132,166,8,14180,0,270,0,39,2,81,83,191,6,262,0,9,146,1062,1109,61,8,4132,0,0,2,6,6,1926,0,366,0,95295,9064,2,0,4373,21438,1,1597,2119,530,88,24,23,4,0,70,7,107,25615,2,24,26,1,97,50,83,9,22,725,421,2,11505,24,475,2205,1033,2,157,10438,42,1227,8,95,2,201,14,1,3,63,50,52,68,41418,4,0,4,12,4304,226,3,214,0,12048,16,1171,1756,91,28765,93,1827,67,31,7,1882,81,22,0,122,0,4,16,10,8,9963,89,99,466,6997,0,33,1,423,1347,1596,205,103,68,9814,12296,12,38,0,1,5,6,260,81,223,945,1322,856,23,4,32,7,158,30,2686,760,0,53164,666,309,108,8551,223,3754,15,1,40,13,3,0,18304,410,109,25,92,2006,7,2,280,2,3,0,5,1,28035,1,7,3,18,455,7,3,1214,32,18,55,398,4,20,32,2,0,11,2523,466,1453,2,73,1,34,17,46,187,181,570,1032,10,1,14,3,40,40,1,11642,1,64,1010,6,1,5,0,32493,324
"목천",6817,33,263,45,273,926,2871,195,10133,33077,2934,910,905,129,85,227,431,669,16925,34,20,26824,268,1383,29,66863,2844,945,8697,385,6,41262,604,13731,0,4,4438,7786,2957,7079,1161,8481,1485,25,3064,3162,237,360,37,6,1574,14320,219,1752,1176,30,1012,2,0,390,721,18715,190172,135,1094,233,353,0,411,53,251,5625,1433,5791,0,2907,12886,2085,2,152,63,1,2465,49,22780,58,225,841,100,35,6542,37,255,249,617,2608,10607,1,1929,4001,9969,557,9466,4519,8769,353,91,551,15,19432,58293,5140,4020,36047,1779,15,2312,10,603,7187,4430,714,910,846,1511,1794,6167,75,917,98,2477,5963,38438,16894,8011,762,1733,84351,818,34,16611,29894,270498,3154,264,2122,3957,227,25,6412,811,78,11730,145,3094,3092,458,3412,30,1045,29890,3858,57457,30,2178,105,9,173305,4352,72471,13791,3343,457,538,3552,35,297,219,2577,2375,18,13056,4,105733,51,10,577,161,13187,628,6093,8559,1550,21409,0,181,42568,756,34,487,7325,501,825,85,2096,939,1447,155,49,12063,1815,13006,2858,62,469,65,60,1050,793,92,811,1430,60,774,432,657,3823,113,1347,81,101674,925,2739,31439,42575,181223,1164,11154,2045,332,54,300,30,4909,888,19694,1007,1455,1669,7695,29191,2411,10744,15,786,671,1625,68,92,460,215,210,3657,226,199,4027,572,1462,1919,65,50
"목포",53,3,25,34,291,162,2,190,6,5,1205,42,17,40422,505,33,494,50,2577,8727,9,190,25,21242,0,66952,8137,11,114,416,8,4725,2108,252,31134,2,419,32,31,318,0,82,13,2,1037,0,930,355,211,6,9,5361,1073,0,936,0,11,3,0,1653,9448,4,1367,15955,171,125,21,1663861,83,264,137237,421,24,4,0,2177,5441,39,67652,161,31,0,659,49,26488,20,754,242,489268,26929,106,5215,18,243,7,0,470,21633,0,0,21398,2273,44,4956,0,25822,98,1706,8,13,1308,548,119,4462,1,12,33,8,8,36952,69,269,12,0,773,0,17,59,5,54287,44,339,17,2047,473,5307,9,224492,158,3,9768,5115,43194,4,377,3434,20,11486,1270,16302,0,84,26,216567,51,32,96,22,13,7401,4239,1,7927,380,402,46,12,564,5772,3421,941,0,198,606,169,13,8,74738,38,3,1,2,0,7971,432,14,42,436,134,0,150,12,861,6,0,170,5686,733,0,617,540,681,1075,5425,45,0,39,9,35,3589,42,1538,1145,68,45,29336,1179,27,115,9,16,17,34,20,102,17,79,534,6,108,4679,0,2,8449,1471,434,1,127,19,5,3955,333,23,2,8,0,47,574,0,186,746,1,21,4,68,21,49,176310,10929,0,33,184,21,20852,202,33,1741,21,15,59,65
"무안",15,1,1,6,26,31,0,33,1,2,146,13,4,7506,74,12,76,16,446,1285,1,29,7,2386,1,8544,1354,0,7,47,3,837,275,35,4140,1,54,5,4,79,0,7,3,0,270,0,108,50,28,1,0,979,142,0,115,0,2,1,0,189,1435,0,167,1972,17,16,0,315987,19,23,17135,77,12,1,0,334,1046,11,3955,15,4,0,84,8,3794,5,137,474079,130,2974,8,618,3,33,2,0,19,2937,0,0,3583,332,7,658,1,4298,7,241,2,1,163,112,14,776,1,4,4,1,4,5546,19,40,0,0,152,0,7,7,4,7801,8,59,1,284,69,760,3,36259,58,0,1464,882,7550,0,45,472,6,1611,109,2429,0,14,2,28866,14,2,12,4,3,724,700,1,1448,93,149,11,1,65,762,576,168,0,22,105,21,0,1,13414,1,4,0,1,0,1376,33,1,12,53,15,0,18,3,126,3,0,14,706,98,1,90,90,126,154,536,2,0,5,1,5,519,3,227,190,16,17,4794,220,5,24,3,0,5,5,6,18,4,18,90,3,10,844,0,0,1214,164,35,1,23,3,3,467,39,3,0,3,0,9,115,0,21,90,0,4,1,10,3,8,18033,1410,1,7,21,4,2992,19,5,256,0,1,14,12
