"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","통도사","양산","서울산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","무주","판암","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"매송",14577,44368,14291,11090,91483,94909,37236,64582,15148,28233,27026,9400,224,2001,1382,994,7894,6924,3521,1951,21199,5124,2668,1807,1322,531,6839,1131,1842,1084,7067,357,180,487,6492,827,587,532,678,2438,22,390,476,147,452,1232,483,431,146,0,66,5412,2199,394,560,134,820,25,41,82,265,7,2,13,476,109,674,20907,67970,22440,942064,51086,19511,30016,4570,158,56471,218312,410441,176509,100711,89102,26686,9647,19087,7814,4378,10921,9188,6015,6711,29170,5248,7690,270,571,306,2489,600,10228,1692,14521,1808,474,374,1423,3546,908,1066,23154,6,10,0,0,1,3,2,270,30937,21058,2108,1414,6322,3686,611,1251,3101,2879,651,1570,740,312,93,1057,2891,2177,4755,1940,2401,440,1063,3221,3498,2298,508,1052,1690,94350,87413,38051,720,495,4936,894,3441,745,539,1102,1518,484,0,1,9,22,216,1,94131,10736,29486,19170,5480,12466,6984,2980,2545,1452,901,922,913,745,389,852,9147,7793,3,9612,260671,22649,13783,1393,1425,1030,40,24,52,88,163,1149,81,345,1556,784,203,4325,940,3799,264,736,351,3333,3336,982,284,426,1852,441,6760,521,815,1163,15558,13010,4655,2124,16,0,962,1629
"비봉",22871,25610,4483,2595,21289,20335,7821,13491,2687,5766,6403,1570,66,470,342,203,1378,1951,898,552,5315,1919,986,536,455,189,1813,167,284,290,1451,88,25,109,1650,152,130,194,568,497,14,122,125,26,112,126,89,90,40,0,22,1295,413,89,129,24,201,11,20,19,79,6,0,4,99,19,199,18726,32091,19593,2097197,85857,26719,52295,8427,64182,60,82031,218699,179386,126500,135885,39391,6467,18263,5506,4245,7916,6727,5419,7076,31641,9212,2355,94,185,133,898,104,1801,316,2562,313,83,66,242,637,158,190,4085,2,0,0,0,0,1,1,47,5194,4000,568,343,1389,896,146,247,851,596,116,321,189,496,112,1077,1592,1740,1609,869,702,88,289,643,775,189,96,270,452,25255,23585,14320,444,195,2593,555,1877,343,127,435,503,181,0,3,4,10,59,0,66638,5996,20180,9328,3273,6306,4406,2290,1478,536,439,298,389,312,200,387,9607,7021,5,10445,814563,98401,25941,954,838,367,17,17,8,19,83,414,33,219,638,337,116,2120,322,1580,88,240,94,1637,1256,484,107,183,704,111,1279,186,344,345,4452,3295,1348,713,9,0,245,149
"발안",11802,8888,2838,2394,37476,27767,11880,20162,4555,9008,8200,2091,69,708,434,365,2722,3117,1543,821,7875,2653,1631,1169,958,343,4302,316,422,495,2040,85,48,125,2293,245,260,396,265,840,8,112,149,39,118,89,105,155,33,0,66,2176,563,141,174,39,278,9,17,32,96,1,1,0,184,37,225,15336,36228,21330,909652,62729,23547,37073,6452,154686,72838,275,256526,199396,137881,105202,29835,6834,12661,5233,3858,7504,5823,4983,5857,22080,8053,3944,211,260,177,1206,175,2554,428,3650,461,120,99,357,897,231,268,5806,1,0,0,0,0,0,0,67,8386,5488,629,449,1703,941,214,781,1101,810,189,425,237,230,47,541,280,617,412,144,125,25,45,799,1082,331,209,353,610,14620,31326,37810,84,231,659,140,480,90,47,157,230,62,0,1,5,3,39,0,27737,2871,7102,3098,1298,2738,1915,1261,770,468,187,131,158,179,78,173,6737,5790,4,11939,384140,71293,24474,500,491,520,10,7,15,33,30,213,18,86,303,209,61,1139,179,758,46,147,48,949,719,263,126,80,520,169,1684,247,228,396,5275,3655,1461,833,10,0,325,287
"서평택",74671,35407,25033,32804,31211,14134,9988,19975,3815,11302,8927,2256,98,670,295,271,2045,2716,1474,1198,12193,2943,1636,2721,1275,365,6202,595,1049,623,2321,144,75,158,5237,282,191,295,344,1913,9,98,261,214,172,845,324,74,35,0,22,1866,922,117,163,26,338,7,13,17,58,3,0,4,72,23,145,15735,53051,18036,1637140,43350,12316,34808,3930,373031,234782,262635,880,302515,137392,117895,26307,4801,18740,4412,2210,5253,3537,2721,3284,14880,4822,5447,153,337,163,1640,124,1438,241,2032,255,63,54,203,492,128,151,3274,2,0,0,0,1,0,2,37,4010,3488,568,359,1173,703,208,650,1269,626,177,350,178,423,78,578,67,467,94,48,36,4,18,1676,1319,1614,119,242,632,99327,49503,60431,53,200,211,50,194,25,10,68,77,34,0,2,7,16,82,0,40778,2365,3906,1217,870,1629,1102,811,510,191,146,161,138,116,58,172,17159,21662,25,54017,703185,136447,52056,674,463,634,52,34,6,13,36,126,8,85,168,117,49,945,79,422,27,54,36,934,706,170,72,142,511,299,2690,389,257,582,5162,3983,1686,848,7,0,482,381
"송악",61523,22676,14665,23193,13704,5030,2978,7312,1484,4520,5485,871,28,368,139,777,1159,1238,922,591,7365,1560,847,533,1000,200,3734,204,421,356,1229,52,24,65,1400,144,67,194,182,562,3,62,93,60,72,192,80,88,28,0,7,915,274,61,88,17,157,5,9,10,11,3,1,0,32,11,74,7103,27700,7166,880120,23917,8026,19938,2852,162382,171379,197937,325104,195,45638,53696,17807,1900,7036,2107,994,2207,1497,1185,1409,7098,3257,2960,129,463,194,2216,17,190,32,269,31,8,6,25,63,15,19,422,2,0,0,0,0,0,0,4,886,777,168,117,367,240,60,204,662,322,54,88,109,370,57,550,65,474,67,19,13,4,14,269,407,80,50,152,294,84764,32669,47636,65,118,210,52,183,34,11,42,102,24,1,0,3,4,31,0,29728,2405,3757,1073,639,1494,1438,716,657,316,178,136,200,131,55,169,10699,10842,7,24165,385532,51379,23949,692,580,373,1,8,5,21,22,89,8,51,204,173,51,1114,80,393,24,63,29,757,747,202,47,102,694,105,2304,156,334,162,3054,1981,705,357,5,0,311,185
"당진",61347,17640,9313,14398,7817,3148,1280,4315,836,2753,4522,528,11,182,68,90,605,680,447,205,2231,1002,451,403,204,94,626,74,151,164,526,22,10,47,764,74,82,77,70,228,0,6,15,5,22,28,22,30,9,0,6,465,141,24,61,7,57,1,4,3,8,1,0,0,8,3,30,10859,37346,14750,651107,47500,18637,37147,4164,92076,119771,127422,148327,50491,437,117792,52475,4040,7556,3071,1809,3456,2165,2099,1934,9227,5677,1288,47,106,59,1197,15,27,5,40,4,1,0,5,9,3,2,69,0,0,0,0,0,0,0,0,408,305,90,39,201,118,18,129,475,193,33,50,23,272,58,447,71,343,53,13,16,1,2,215,435,30,22,64,194,49685,15004,29504,47,59,170,60,195,34,7,34,75,20,0,0,2,0,7,0,20746,2644,3038,915,548,1271,1066,616,633,261,199,182,218,183,86,224,7268,6419,6,17988,228235,29429,15394,802,668,224,1,2,10,13,26,130,1,73,149,195,56,1073,109,452,31,72,40,930,898,207,60,106,640,61,675,73,59,96,2166,1564,512,416,2,0,101,53
"서산",82186,22990,11211,15102,11773,7922,3146,9282,1161,3201,6635,756,26,367,114,125,647,976,243,251,3125,1738,718,793,314,141,1333,101,139,267,759,19,5,34,647,43,38,70,75,251,0,1,9,2,3,3,11,16,10,0,3,365,155,38,29,5,36,2,5,15,1,0,0,0,4,7,24,9610,30681,13147,739510,39545,18944,33168,3775,81670,122494,101854,125405,63695,110055,1202,37549,3423,6266,2863,1696,3421,1952,1450,1551,7420,4809,1710,62,68,56,641,13,13,2,16,1,0,0,2,3,0,0,26,0,0,0,0,0,0,0,0,812,241,77,11,112,41,34,151,524,236,29,9,42,474,83,577,82,434,47,26,15,8,10,311,386,63,15,61,142,34242,19291,38362,63,90,266,84,365,87,12,81,142,37,0,3,2,3,20,0,25139,4112,3808,1228,964,2019,1453,856,774,344,252,347,341,240,99,261,8787,6918,7,16575,241603,23534,16353,1158,978,376,13,4,8,14,36,206,13,75,318,227,87,1662,138,753,53,120,51,1333,1243,325,79,146,754,70,336,86,67,106,2273,1653,598,327,2,0,93,38
"해미",23195,6921,3677,5246,4300,2106,719,2294,333,718,1582,148,7,64,24,24,155,213,54,67,659,548,308,89,47,22,288,22,37,52,209,7,1,11,147,10,8,30,15,72,0,2,2,0,1,2,1,9,3,0,1,110,40,11,10,0,12,1,1,6,1,0,0,0,2,3,11,25145,108908,29708,240392,56927,59453,105477,7005,24675,36614,28792,28385,22180,51652,37591,2238,6793,16441,7775,3967,7691,4017,3234,3081,13692,10870,369,12,28,11,180,5,4,0,5,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,169,79,22,11,39,17,5,40,137,57,5,7,8,164,29,152,26,147,32,8,4,2,2,73,64,10,9,14,52,10969,6531,12657,16,12,78,48,98,13,2,24,52,7,0,0,0,0,2,0,8852,1175,1289,435,325,603,484,301,349,111,77,72,100,71,27,96,3008,2050,5,5650,65573,7262,5074,364,277,67,0,0,1,9,12,59,12,17,86,93,20,583,39,195,21,27,17,453,330,96,24,42,192,19,116,17,27,42,538,430,107,68,1,0,56,9
"서김제",2071,661,313,404,120,23,5,9,0,1,3,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8573,38338,11376,62155,11423,5609,15413,3945,9614,6498,6591,5108,1779,4319,3536,7171,63,8913,16502,27901,40443,21374,19570,12349,58442,4243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,22,1,12,0,5,0,0,0,0,0,1,0,0,0,1,0,1579,575,516,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,896,54,129,31,8,19,23,7,8,2,1,4,0,2,1,2,785,464,0,2022,18081,2619,1948,14,12,1,0,0,0,0,1,0,0,2,1,2,1,23,2,5,0,0,0,22,14,3,1,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0
"부안",7699,2196,1006,1242,385,66,17,28,6,3,4,2,0,1,0,0,3,1,0,3,10,3,1,0,0,0,3,0,1,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,18088,124198,17097,126085,23902,8067,23481,5006,16078,16971,11944,17769,4662,7085,6586,16220,11692,53,10996,16175,29243,17377,14431,8943,34480,6446,3,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,63,5,23,5,35,1,0,0,1,0,1,0,1,0,1,2,2936,1530,1521,0,0,9,1,3,1,0,2,1,0,0,0,0,0,0,0,2424,214,407,72,36,89,69,22,36,9,2,0,3,9,1,11,1125,804,8,2842,33627,5343,3457,74,41,1,0,0,0,0,1,0,0,1,1,4,2,52,2,13,0,3,1,67,59,14,0,2,25,0,2,0,0,0,7,0,3,0,0,0,0,0
"줄포",2838,678,301,433,205,26,7,12,1,2,2,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7053,48688,6213,52191,12196,3235,11144,2226,6947,5232,4938,4740,2168,3155,3150,7734,17973,10656,297,8336,20363,18059,10833,9186,39504,2362,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,29,4,6,2,11,0,0,0,0,0,1,0,0,1,0,0,1171,555,616,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,890,74,107,29,15,35,33,11,10,6,3,0,0,2,1,5,488,366,0,1133,14708,1952,1506,26,7,0,0,0,0,0,0,0,0,0,1,4,1,30,1,5,0,0,2,31,15,3,3,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0
"선운산",2462,669,327,339,135,17,2,10,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,71414,4152,39188,5851,1971,5331,1201,3969,3869,3741,2580,1024,1512,1626,3737,29870,17785,15016,21,19611,52955,35252,33630,203304,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,3,4,0,0,0,0,0,0,0,0,0,0,0,891,520,498,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,822,37,87,16,9,21,20,5,8,2,0,2,1,1,1,3,391,227,1,749,8068,983,969,16,9,0,0,0,0,0,0,0,0,0,1,5,0,17,2,2,1,1,1,13,11,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"고창",3333,950,410,569,232,32,8,6,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240,84946,6723,73087,11592,3416,10408,2257,9523,7548,6601,5158,2081,3187,3140,7411,41603,31166,23843,22488,40,17989,14028,11330,46714,2070,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,5,14,1,10,0,0,0,0,0,0,0,0,0,0,0,1669,711,651,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1327,59,181,43,12,44,28,9,12,6,1,0,4,5,0,5,579,481,0,1568,19020,2711,2218,23,16,0,0,0,0,0,0,0,0,0,1,3,1,30,1,14,0,0,0,17,22,4,2,4,12,0,1,0,0,0,1,2,0,0,0,0,0,0
"영광",5543,1479,540,705,238,64,7,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,47126,3770,75660,6785,2027,5574,981,8867,6876,5774,4400,1625,2121,2097,4111,21825,16546,15752,52668,17943,55,17458,15706,68076,1215,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,9,18,1,28,1,0,0,0,0,0,0,1,0,0,1,1377,897,892,0,1,7,3,1,1,0,1,0,1,0,0,0,0,0,0,1490,112,265,48,31,84,48,20,22,9,3,3,3,0,4,5,710,449,1,1181,14695,1916,1739,57,31,0,0,0,0,0,0,0,0,1,2,3,2,46,2,15,1,3,3,32,36,4,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"함평",2912,951,370,504,194,29,7,9,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,38860,3004,61769,4653,2128,3237,724,4929,5406,4394,2834,1016,1737,1256,3145,17616,13245,9152,37246,13738,17367,72,17747,135977,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,10,2,13,0,1,0,0,0,0,0,0,0,0,0,1447,601,686,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1050,74,165,27,11,64,29,7,6,11,3,0,1,0,5,3,488,375,1,836,11988,1446,1442,29,27,0,0,0,0,0,0,0,0,1,1,1,1,28,2,3,0,1,1,17,24,6,1,2,9,0,0,0,0,0,2,1,0,0,0,0,1,0
"무안",5909,2190,840,1015,357,53,9,7,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,34751,3519,88790,6465,2231,4555,868,7284,7949,6444,4589,1758,2223,1961,4163,15585,9171,9142,39003,12632,18789,13066,52,1691074,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,10,26,0,37,3,1,0,0,0,0,0,0,0,0,0,1635,1039,1212,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,2128,141,404,70,49,104,73,34,19,7,4,10,5,6,1,12,915,730,2,3297,17615,2166,1824,68,44,0,0,0,0,0,0,0,0,0,1,9,3,56,6,13,1,0,0,42,61,12,6,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"목포",23635,6921,3124,3576,1544,314,62,76,4,3,8,1,0,2,0,0,3,2,1,0,1,2,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16487,148120,15680,300077,25701,8248,21569,3813,28565,32982,21252,17056,7827,8716,7333,15611,64230,32068,34800,204912,49635,83548,147325,1762177,658,4788,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,2,3,0,1,0,0,0,2,0,0,1,0,219,22,163,10,127,3,2,1,0,0,0,0,0,0,0,0,5435,4054,4639,0,0,23,3,21,2,2,1,2,0,0,0,0,0,0,0,7284,788,1346,384,207,519,326,136,167,50,29,18,30,39,26,55,3243,2138,4,5858,71155,7195,6661,364,202,0,0,0,0,0,0,0,0,0,5,42,15,352,25,111,4,7,6,325,298,62,20,30,158,0,2,1,0,0,4,12,3,0,0,0,1,0
"무창포",5070,2339,922,1030,699,216,80,148,16,11,19,4,1,2,2,0,7,10,1,0,8,5,8,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23854,51221,40174,57097,21915,16325,13367,8013,5155,9098,7495,5758,4107,5795,4922,11363,4325,6657,2278,1157,2233,1182,1001,767,3754,97,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,0,0,5,0,0,0,0,52,11,45,4,33,2,2,1,1,0,0,1,0,1,0,0,2647,1527,2567,1,0,20,4,12,2,0,2,3,1,0,0,0,0,0,0,1880,162,308,73,52,169,139,69,42,19,10,5,16,8,0,9,659,577,2,1454,11072,1669,1172,79,70,2,0,0,0,0,0,2,0,3,5,7,6,96,9,30,2,7,3,83,71,22,6,2,34,0,0,0,0,0,5,7,5,2,0,0,0,0
"울산",85174,15481,7134,22623,11707,31805,27898,11744,17017,20042,49578,7167,1206,6198,7723,2312,21416,40442,119734,50484,249786,220797,341330,170617,174153,132489,593078,513897,660751,790803,713918,1,89,1,1,0,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,5,0,3,0,7,141,157,0,0,0,0,206,426,252,30333,612,116,357,97,7245,2643,5318,6355,2143,953,2210,669,0,0,0,0,0,0,1,1,0,3,407294,1030,137,96,718,8640,17905,1502,21293,1351,379,702,823,1013,9,5,33,4,0,0,0,0,0,0,46,4934,183,36,130,207,168,53,1569,6487,425,95,391,100,92877,2882,9475,1357,1097,3358,4426,1836,15297,3922,1104,1821,84,100,142,271,5205,3637,1449,13832,4227,4884,1538,14878,2330,10110,5003,5285,6202,0,0,0,0,0,0,5600,2082,4446,4722,4118,8291,4563,1883,1193,1036,1508,1203,1049,620,268,751,18393,1292,2652,3484,46195,14295,4524,8705,5528,29238,2345,16554,4509,7458,19371,14482,3940,29047,5853,1516,1668,9199,1799,7847,13156,11170,4571,1181,1718,289,43,31,118,0,1,0,0,3025,11090,22910,10310,5074,0,0,819165,304505
"청통와촌",3810,881,361,914,784,1759,1819,739,1727,1046,3904,876,183,679,900,423,5369,16064,21133,35122,244503,364229,142523,1871,411,123,559,151,195,250,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1782,3,1,1,0,282,146,281,200,61,41,79,17,0,0,0,0,0,0,0,0,0,0,772,1022,30406,18134,132095,649,582,105,602,76,29,8,36,94,2,0,11,1,0,0,0,0,0,0,3,243,13,5,2,31,35,0,136,744,15,0,4,0,10860,322,948,103,100,102,276,100,797,208,64,113,0,0,0,0,309,185,49,2891,1747,854,152,1310,262,1060,960,814,1411,0,0,0,0,0,0,470,37,473,472,158,741,362,116,55,31,29,33,59,22,13,37,1214,62,259,230,2351,642,205,429,251,32593,1799,7414,738,1062,1865,1230,322,1679,521,73,25,508,117,646,517,189,273,120,120,22,8,3,11,0,0,0,0,198,748,1999,1007,424,0,0,270,91
"북영천",5940,1270,682,2529,1963,4782,4299,2234,2727,2377,5142,992,282,824,1013,624,5322,13886,28673,25544,192677,292706,140161,1946,368,83,176,94,134,165,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7515,13,5,5,0,989,2231,1039,940,877,457,189,63,0,0,0,0,0,0,0,0,0,1,459,34964,4069,18352,71316,1191,2095,329,2921,263,119,23,183,181,11,21,31,1,0,0,0,0,0,0,6,938,14,4,2,66,39,0,236,844,13,2,8,0,15115,405,1609,251,182,698,1254,332,940,761,92,155,0,0,0,0,702,1149,86,3031,1617,1229,243,3833,250,1763,763,709,1354,0,0,0,0,0,0,659,86,700,532,446,1182,1107,392,113,113,53,37,49,24,15,30,1540,372,260,406,15461,9041,290,600,340,25186,961,5274,365,627,1049,989,213,1159,401,122,44,576,133,435,369,370,238,79,147,22,2,3,7,0,0,0,0,275,1658,4039,2124,545,0,0,187,65
"서포항",3644,927,336,799,818,1628,1339,524,1081,600,3310,570,127,443,564,203,2937,8668,8871,8217,70408,99640,72103,2042,315,91,114,29,66,56,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1884,8,2,3,0,231,189,188,168,189,67,64,11,0,0,0,0,0,0,0,0,0,0,114,23185,22379,85,110148,437,505,85,791,118,31,13,104,83,0,3,9,0,0,0,0,0,0,0,2,243,4,2,1,22,12,0,107,563,12,7,3,2,7607,277,613,138,149,138,230,76,679,149,65,121,0,0,0,1,223,243,58,1702,717,642,148,1439,175,1006,591,496,631,0,0,0,0,0,0,431,58,342,317,178,671,374,132,49,69,34,30,41,18,15,24,776,67,116,205,2659,1234,236,430,243,9613,618,3512,352,552,621,643,191,945,347,115,37,362,94,377,434,454,271,23,39,7,0,1,5,0,0,0,0,125,788,1678,1353,550,0,0,96,26
"포항",53774,9163,2669,6905,6157,12998,11277,5303,9669,5039,36170,5503,1375,5195,5109,1670,27151,79086,71589,59231,555861,780724,693836,21704,3898,1101,625,133,381,225,1035,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,2,3,0,0,1,2,0,0,0,6,0,0,0,1,0,0,0,1,0,15997,92,7,11,1,2057,1674,1413,1270,2152,919,690,158,0,2,0,0,0,1,0,0,2,3,601,148187,93676,126412,8019,4460,5804,1088,8350,1116,328,147,595,820,34,34,89,2,0,0,0,0,1,0,31,1764,75,34,20,218,119,2,1159,5857,233,17,35,5,66044,2414,5274,735,673,988,1671,704,6348,1542,552,994,0,0,1,3,1406,1714,444,16032,6164,4811,1086,11216,1748,6463,4772,5025,5857,0,0,0,0,0,0,5039,1047,2647,2604,1479,4600,3412,1186,433,454,446,689,553,243,69,176,7502,632,1008,1820,23496,7825,2164,4814,2768,70705,3716,28166,2605,4448,5228,4892,1308,6758,2875,696,332,3999,844,3616,3409,1978,2211,190,328,40,9,4,21,0,2,0,0,2410,8231,14859,7831,3778,2,0,545,157
"논산",18353,3036,1004,2302,2149,2887,1719,4970,30703,30115,73975,17437,409,8828,1748,1170,8909,8525,2325,2312,16241,9833,4261,3496,1594,424,4759,465,1333,790,1830,1006,56,360,3180,999,419,602,537,2611,4,24,33,5,41,22,47,107,71,0,35,2617,1074,298,499,97,465,106,177,125,24,2,1,3,82,48,358,0,0,0,3138,1,1,0,0,672,153,213,86,27,14,24,6,0,1,0,0,0,0,0,0,0,0,5987,505,1172,392,4047,1985,72675,16892,91166,19889,6780,5021,20782,31036,6962,10276,143567,5,0,0,0,0,1,1,2023,765,280,327,223,698,2113,258,25943,38391,4868,556,631,474,37053,1843,5348,6880,2696,5103,6593,18724,18638,4851,5931,6482,451,316,875,1516,414,382,367,391,1099,104,16,41,5,5,57,305,566,0,6,26,44,179,0,557,201,402,282,577,4432,2311,1273,1234,386,210,122,237,263,99,284,1497,131,239,255,3535,473,394,2154,1603,2028,25,138,70,69,128,62,2,38,17,326,163,2469,103,214,14,19,13,1591,1256,389,75,164,550,261,3432,284,230,29382,51222,257429,179676,74776,140,0,324,151
"익산",307645,43407,17155,38336,25670,39770,7590,11411,43128,26634,56766,14078,317,7089,1451,1055,10097,15619,5925,3118,15278,8409,5073,3600,2441,628,17069,566,446,1030,1150,52,9,71,1301,168,89,197,270,1026,1,0,6,3,2,3,9,46,22,0,10,846,360,83,69,24,127,50,42,25,5,1,0,0,15,14,75,1,2,1,44419,14,2,5,0,10230,2312,3009,1847,236,100,74,18,1,0,0,0,0,0,0,0,1,0,12884,588,1138,533,6653,66326,166,6046,36021,18067,7118,6901,15723,35529,5901,7371,118996,1,0,0,0,0,0,0,2911,34911,10827,8982,3158,33443,7793,61,13452,22201,8584,453,122,74,77634,3931,13211,17223,4714,12636,15034,32662,36310,14054,2828,3582,77,72,118,453,7507,6860,8024,487,1089,187,17,59,19,5,80,411,774,0,4,14,17,31,0,7895,3089,3622,1266,1869,10741,4945,2642,3220,859,417,397,513,467,177,633,20835,1623,4264,2531,37220,6352,3672,3614,3603,1952,61,48,56,109,232,121,6,68,40,1109,183,3577,244,541,30,77,42,2881,2989,638,195,251,1168,121,1391,95,114,34275,53815,227396,123751,43246,150,0,146,59
