"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","북대구","동대구","경산","영천","건천","경주","서울산","통도사","울산","양산","부산","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","남대전","추부","금산","무주","덕유산","장수","서상","지곡","생초","산청","단성","서진주","군자","서안산","안산","군포","동군포","부곡","북수원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","장평","속사","진부","횡계","북대전","유성","계룡","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","내장산","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","담양","순창","남원","남장수","지리산","함양","거창","가조","해인사","고령","성산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","축동","사천","진주","문산","진성","지수","군북","장지","함안","산인","마산","동창원","진례","서김해","동김해","북부산","장유","가락","서부산","북창원","서서울","매송","비봉","발안","서평택","송악","당진","서산","해미","홍성","광천","대천","춘장대","서천","군산","동군산","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","춘천","홍천","횡성","북원주","남원주","신림","제천","남제천","북단양","단양","풍기","영주","예천","서안동","남안동","의성","군위","가산","다부","칠곡","남양산","물금","강릉","현남","서대전","안영","판암","서대구","화원옥포","달성","상주","선산","현풍","창녕","영산","남지","칠서","칠원","감곡","북충주","충주","청북","송탄","서안성"
"서울",6461,7615667,2486256,3218973,2316553,2827251,368955,820781,143017,241881,580926,98055,2987,47068,20811,13754,114883,124827,20891,37747,188709,87848,33159,68878,7039,117829,16655,10272,105759,17964,206435,5361,980,6374,96251,18053,92774,34526,45527,17185,43980,12352,41079,35821,69696,9375,32282,21380,11536,9656,11027,21758,48079,118480,89445,116047,42977,31258,22777,226179,2068096,643631,1599888,1074746,236652,261157,187659,96787,75777,36933,45181,58198,20787,7635,32121,52118,445061,354445,40413,31172,278064,48321,415369,47038,15243,11901,38911,106337,6755,25194,30656,640032,173,10,12,17,25,76,201,78,881,9526,396,11555,17183,11213,1992,2781,1263,405,1104,13831,8081,978,7188,3849,6396,13541,2243,965,92986,51164,6165,1408,6871,3930,1003,7266,103890,0,4669,2201,10783,7717,35819,4972,2616,51451,5143,24779,19792,32149,82657,21639,58437,52779,78770,26206,58389,15147,43227,5751,14662,39469,19287,2929,9860,3132,3374,4473,5847,3913,6030,28465,5643,6965,8628,7063,170458,31252,127118,12247,21808,7973,43837,12974,6923,43230,8040,3725,2720,1163,1130,24113,13151,6286,267887,172519,93998,28493,46734,284418,364,4,3819,8161,21,110,349,328,1372,80,33292,19282,123118,71724,379679,152838
"수원신갈",7676197,4550,281134,634491,676394,580316,78855,198201,40184,61872,98877,17328,654,7679,4029,3147,27622,38272,7541,7713,34474,17255,7590,9430,1238,22717,5420,3214,17841,3407,30843,7184,1536,13611,33376,21201,36460,12163,17369,2861,5265,2829,6499,6540,10653,1579,5178,2288,2076,2662,1398,3196,7335,636185,156018,109458,163469,107665,68034,546633,51058,265379,228320,165123,82824,138861,80699,29376,23513,13251,9112,12286,6426,3304,9774,9471,82609,59215,8411,4365,41296,7258,60253,7010,2278,1721,5616,15485,1012,3605,4396,91792,28,1,0,2,0,20,36,18,206,1577,85,1757,2584,1654,363,404,222,83,150,2339,1640,658,1245,764,1055,1711,386,179,12406,5424,1122,233,1258,688,133,1969,15376,0,1121,706,1713,1548,7866,1275,888,16400,1320,555525,38068,28620,38183,12955,22772,16228,22327,8390,17129,4819,12306,1863,3948,4847,4346,710,2289,874,827,1177,1380,1205,1659,7309,13287,13062,4982,1852,46389,10823,35172,3207,7491,2598,15048,3363,1744,10871,1985,912,551,243,187,5295,2384,2426,57589,43350,17786,5792,10068,53440,68,0,770,1819,4,20,54,86,381,13,15536,6455,34805,32240,139789,48443
"기흥",2593118,206578,2351,70658,255284,237236,30595,59152,13446,18150,20703,4967,119,1776,877,638,7107,15661,3941,2317,6854,3248,1585,2413,300,5634,2111,1133,6359,1076,6188,1668,484,6538,6555,7756,9208,3105,2682,278,499,794,1554,1810,2185,454,1240,507,437,756,342,834,1436,252434,70528,25296,37319,39624,29467,304149,154181,49062,104469,54109,21358,50059,17800,9981,6477,2706,1712,2737,1110,509,1695,1469,19073,12398,1744,883,8999,1534,12707,1524,484,364,1175,3340,214,755,933,19323,27,0,0,0,2,5,11,4,79,301,19,427,577,424,96,77,58,28,51,498,235,45,228,155,193,348,83,49,2669,1458,246,64,305,160,34,526,4064,0,297,202,462,490,2304,375,494,11070,478,259589,12025,4968,16715,2401,9347,6057,6566,2235,4991,1520,3238,541,1168,1448,1409,179,672,206,222,282,334,301,537,1908,2776,2663,1169,383,8199,5957,8450,617,1150,570,2300,730,254,2027,343,139,73,27,36,876,558,482,12870,7294,4394,1510,2546,13000,19,0,185,637,1,2,34,17,78,4,4705,1228,6446,11041,47879,17079
"오산",2991701,438877,114968,4569,510504,466136,109092,214827,47594,60607,92218,22623,514,7708,4603,3272,28900,37270,8143,10283,23134,11032,8839,9668,1638,22795,5235,4376,23052,4753,26154,2868,723,7690,2648,8061,2706,1010,995,147,141,3349,8472,7314,7518,1656,5371,1973,1727,3198,1363,2631,5655,273911,62724,25854,21848,28727,29788,244187,134365,43649,94304,35346,18067,34590,17776,9703,10658,3285,1914,1619,1719,831,2537,1769,41212,36109,3506,3322,30229,5306,43538,5013,1608,1258,4005,11020,736,2725,3284,66146,14,1,1,0,4,15,17,6,110,886,53,1516,4672,1678,297,283,199,55,593,2933,879,192,758,795,826,1262,296,152,9670,9121,1282,234,1134,588,278,1648,18719,0,1353,1007,2000,2425,6339,1338,972,13234,1008,242153,8115,2403,26550,2312,17340,10732,10812,4316,7828,2643,6190,937,2271,2439,3166,460,1111,371,359,548,656,601,885,3517,5067,5022,1639,903,11100,2460,7839,642,1494,515,2626,886,279,2025,368,180,86,59,76,2946,2816,2552,16113,11694,14696,5384,9478,53247,61,5,674,1792,4,19,67,86,372,15,1372,614,3960,15370,53959,34735
"안성",2395351,607065,316720,511096,3261,303985,95137,181013,33831,53790,86261,15727,438,5275,2770,2256,21693,20637,5001,10553,18384,9557,6658,8334,1246,15694,2761,3585,12257,2979,16143,2260,416,2175,352,1252,183,60,74,48,26,2690,6509,6052,5244,1052,3371,1310,1313,2574,860,1730,4116,283149,59431,33663,21251,21793,25698,253477,129640,19795,36744,7390,3898,5390,3076,2021,3236,777,658,557,449,230,779,686,39164,36241,2461,2384,19662,3391,28548,3262,1088,817,2707,7267,517,1699,2102,42856,14,1,2,2,2,2,9,2,78,663,27,873,1780,887,577,209,139,46,52,967,638,114,633,371,578,934,263,211,8381,3569,717,191,886,507,174,1354,14660,0,1082,773,1373,1212,5770,790,600,10673,872,330566,70205,23984,25724,33587,13107,7863,13519,4979,7273,2202,5869,698,1305,1169,1094,149,593,177,199,215,295,262,376,1863,2421,1571,342,210,3092,374,1304,116,228,117,582,243,45,512,156,90,53,54,57,2567,1863,1420,7091,4759,12160,4945,9019,37590,48,1,554,1335,2,10,32,54,305,6,145,45,440,87225,32769,12423
"천안",2734795,510797,289851,471038,346176,4197,298021,528518,83137,187023,348625,35958,830,11332,5166,3865,32452,46362,11368,12920,33428,16642,11117,16224,1845,29467,6047,4047,27041,5847,25635,4228,737,3828,637,2245,214,69,100,83,29,8948,14627,12174,9898,1362,4516,2107,1931,4026,1394,2809,7058,308105,53231,38636,22463,21001,19264,213696,99154,34712,50481,11640,8046,9911,5846,3589,4815,2102,1247,2015,907,434,1679,1325,131455,97978,6986,3624,34911,5963,49990,5909,1893,1374,4616,13044,865,2911,3553,74413,24,2,0,2,3,7,16,6,59,825,30,1404,2764,1602,417,424,163,133,97,1377,933,273,1023,613,935,1310,376,351,14229,6362,1076,247,1757,831,357,2527,21062,0,1694,1642,2411,2171,9775,1698,1291,20955,1755,306607,54739,17017,6777,19168,2288,1220,3353,1155,803,160,1095,97,123,124,111,15,70,20,13,19,19,14,22,251,5182,3403,753,406,7546,700,2841,231,388,160,856,347,36,409,304,213,108,106,91,4649,2845,2509,14133,9718,37550,19809,33733,65591,67,1,1249,2842,4,19,79,92,602,11,235,69,442,42712,51415,22897
"목천",335523,65623,40068,105594,95891,263997,191,131274,34538,72157,126548,16586,379,4939,2397,2166,14276,13879,3529,5936,14457,7823,5671,9455,1359,20353,2745,2266,15473,3151,10723,478,81,302,45,165,20,9,22,15,6,3690,6772,6081,4159,538,1683,1017,611,1263,521,1257,2874,79974,16823,8044,5123,4673,4776,41535,16978,3310,7241,1563,612,653,460,208,225,60,42,62,38,18,59,48,44594,27986,1776,1839,6972,1200,9907,1312,370,270,961,2769,165,571,718,14084,16,1,0,1,1,4,4,1,18,358,18,485,1009,693,168,133,90,50,42,537,433,91,407,193,333,585,182,129,5693,2753,522,95,722,391,118,937,8826,0,949,521,1871,1067,5008,841,591,11040,634,81864,21244,5699,6228,8723,2044,884,1547,566,371,85,259,23,38,28,20,1,17,5,6,17,8,2,6,35,346,173,40,17,439,24,151,13,21,15,55,25,4,51,88,70,49,35,43,2312,1356,1002,726,437,12233,7456,14446,33763,26,1,558,1332,2,8,39,29,200,11,16,5,31,29302,28054,4859
"청주",774891,180806,72920,221405,186970,550603,146126,269,37036,70306,139668,31187,931,8936,3994,1930,17196,19929,4124,5854,16106,8335,4891,10436,1266,16911,2140,1610,13241,2142,13753,607,70,212,68,116,23,7,19,41,11,4603,8546,6027,4428,534,2052,894,804,1813,541,1268,3753,198166,39672,25377,16047,9503,8579,97473,35619,6373,4139,777,269,476,300,209,250,85,33,46,44,16,76,42,49945,42526,3374,8342,15095,2451,20401,2709,872,452,1823,5828,316,754,1179,28146,47,0,0,0,3,11,9,9,93,448,11,588,1184,627,145,119,62,30,98,1107,689,664,555,246,478,504,137,79,5528,4379,505,119,666,372,146,757,10034,0,819,384,924,1403,3919,1060,590,7111,581,173665,36747,11395,8670,15381,3263,2105,4471,1401,1091,162,621,58,35,32,8,1,15,3,0,1,5,5,3,28,323,153,37,37,380,34,133,3,12,7,21,28,0,55,116,83,44,39,65,2079,1126,950,1002,623,17212,8014,18779,31800,40,0,623,1291,0,9,31,24,255,4,25,6,43,37204,37824,6185
"남청주",134148,32197,13996,44580,32879,86031,40172,31037,403,88427,554324,199207,4336,31943,24395,5929,37867,30672,6897,8845,23987,15656,8321,11447,2066,29224,4804,5798,22868,7370,33159,113411,6002,24950,25441,5480,26923,46933,92356,93500,50934,24501,33871,25597,15127,2101,7376,2208,1573,4891,1043,3138,6052,52211,13043,4143,2567,5055,2821,27206,11115,1448,7122,2024,2824,16156,3720,2341,2968,834,332,542,277,225,557,397,181293,238370,26533,38696,51315,6349,55921,8040,2446,1539,6363,18690,934,2443,3794,45344,78,2,1,3,4,17,51,26,150,1708,73,1466,2372,1277,218,329,155,73,218,2659,1435,476,863,861,1286,1481,315,247,14729,6104,1768,242,1511,653,286,1896,16844,0,2352,1762,2674,3745,11964,1826,2663,36230,1071,51801,9780,3516,3678,3770,592,512,624,213,106,32,72,5,1,5,8,1,3,0,2,1,0,0,0,5,2823,1806,624,130,3239,179,538,48,93,31,72,52,5,79,85,57,72,71,73,3548,3925,7150,7282,2303,110950,52901,114970,62334,75,4,562,2484,5,13,53,45,343,9,91,20,93,11657,8913,1328
"신탄진",224459,52036,21800,55508,53090,186083,78542,64937,87072,5518,186544,158952,4066,26269,7994,4403,22199,16721,5048,6875,12896,8041,4903,10862,997,30332,3652,5663,13735,3716,11872,148209,8062,26243,30991,5811,32797,56137,130721,186938,59117,40623,57857,48170,14049,1740,6828,1050,839,3864,708,1388,2806,68606,16009,7452,4303,7967,3469,35797,10712,2568,8825,3114,5225,12485,5430,4015,4214,1592,915,946,805,527,1193,946,24947,190144,40667,38834,33085,4241,33251,3761,1210,613,2856,8447,342,1094,1849,27970,30,1,4,3,1,12,14,9,164,584,34,647,1562,548,134,114,64,37,111,1025,733,1424,524,933,1156,529,147,76,6120,2897,696,119,1080,307,180,955,10132,0,832,618,1068,1623,6011,935,821,23207,533,66494,13929,4110,7725,5537,1383,1201,1043,344,100,13,63,4,6,3,6,0,4,2,0,1,0,0,1,4,4507,3329,1183,244,5518,338,1182,96,155,50,84,103,9,68,116,101,47,43,27,1630,1456,3684,8908,5359,154180,68514,149189,31357,54,3,829,1739,0,5,35,16,286,6,194,27,149,12959,14371,2020
"대전",551518,97289,29887,92174,91357,376929,148489,127690,532684,249486,8923,1084166,35744,194654,69565,27248,120449,94861,15075,24804,85192,38548,18221,38786,2852,44899,7653,5282,46405,6203,40332,314432,15333,30859,43214,11903,36431,62263,181764,295833,66349,68667,308276,189117,102420,13681,22064,5744,3673,3535,2382,5670,13793,114309,17366,16555,9919,8203,3968,51261,19883,6758,11869,7072,3894,23987,9397,4993,9160,2466,1368,1057,1215,609,2158,1545,153029,416330,96698,102742,74189,10507,95258,12231,3242,2388,7630,21598,1052,2605,4091,54665,241,2,11,4,11,47,76,73,328,3324,125,3407,7787,2865,572,668,420,185,393,5744,3074,497,2014,1262,2006,2434,624,334,31363,20808,2032,433,2227,1367,1349,2887,36497,0,2263,1630,2974,3144,13768,2048,1457,25083,1915,94698,18078,5115,4513,6148,1672,1888,2720,806,210,23,91,7,8,8,8,0,5,3,0,1,6,0,1,12,10501,5722,1249,527,12433,750,2436,173,272,96,195,372,37,586,1025,436,190,153,229,11878,3240,3031,21285,10772,452448,194153,140480,125304,227,7,5894,7761,12,30,144,136,615,17,258,37,282,12515,11499,2618
"옥천",86731,15027,8443,21558,15086,36905,19411,26662,200746,162659,1043010,19092,12872,72346,21428,7207,27450,18749,4267,6827,15142,8333,5731,8935,795,13849,1599,1209,10156,1543,8498,59130,2751,7510,8433,1946,7603,13023,30107,75636,15259,9698,3845,4588,3360,969,2781,454,375,286,374,686,1676,27417,5660,3532,2235,2135,1196,12552,3681,572,2392,799,596,3018,1610,1135,958,205,88,109,131,49,218,133,145923,189007,14646,23998,16694,2532,17829,3149,885,581,2239,7459,226,684,1449,17715,103,3,1,0,2,7,16,33,69,757,26,543,804,325,87,50,15,5,70,1146,713,70,392,245,284,413,172,69,3953,1869,253,62,228,106,20,221,1310,0,79,69,114,118,432,93,74,821,101,22860,5647,1367,1306,1593,278,304,369,87,41,8,14,1,1,5,1,0,5,1,0,1,0,0,1,1,886,724,151,54,1413,99,245,21,45,14,16,48,5,69,112,94,56,43,49,1990,1032,745,2373,1000,114185,116515,62092,33865,9,0,827,1626,0,2,6,3,22,0,39,1,17,6839,3648,492
"금강",1393,300,109,319,310,527,235,436,3118,2746,22908,5657,38409,5930,1953,978,4277,2193,435,665,1319,676,490,425,48,681,112,101,420,170,589,1262,89,147,111,21,66,113,384,1306,213,708,221,217,95,11,53,4,6,10,12,15,51,360,58,43,34,45,15,221,93,8,28,18,9,30,8,9,7,6,2,0,0,2,5,1,2073,2330,281,294,196,39,222,30,6,10,20,68,4,7,18,192,2,0,0,0,0,0,0,0,3,29,2,14,29,6,0,0,0,0,3,30,20,2,15,6,9,14,4,6,99,41,9,4,5,8,0,4,16,0,3,1,3,0,5,1,0,4,1,377,67,18,23,23,7,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1,4,0,14,9,4,1,0,1,2,9,0,7,8,10,8,3,3,185,50,104,20,14,1826,3074,7187,3361,0,0,86,191,0,0,0,0,0,0,0,0,0,65,54,7
"영동",41241,6986,2183,6996,5007,10957,5264,6617,28206,24100,176660,71519,3630,3924,49129,11628,36135,18804,3659,7063,14607,5401,3044,5599,497,7537,1550,929,6831,1458,7873,22106,947,2029,3047,655,1429,2606,4880,13891,2443,3361,1652,1020,231,58,194,34,21,18,22,54,92,11170,2074,1586,792,874,381,5165,1398,171,691,291,234,986,363,188,115,34,17,10,32,14,36,36,17302,30151,3380,22684,8820,1082,8787,1329,456,274,1190,3797,94,220,408,4898,37,3,0,0,0,2,2,3,9,51,1,45,47,12,0,2,0,0,8,89,47,3,32,24,30,22,6,2,217,82,15,1,16,5,0,6,34,0,3,1,1,3,5,5,1,7,2,8343,1369,478,326,626,138,205,184,44,14,3,12,0,1,0,0,0,1,0,0,0,0,0,0,0,474,151,41,18,412,15,71,5,9,24,7,48,2,52,86,55,38,30,39,1799,1233,1466,461,251,22364,18945,41328,32171,0,0,784,1582,0,1,1,0,0,0,14,3,10,1348,1170,179
"황간",18895,3693,1238,5150,2781,5487,2796,3144,23226,8513,67119,23885,1520,49466,1591,10681,65892,41393,5628,11504,22116,8386,4373,6574,716,8424,1564,846,7432,1286,6818,14889,616,1340,1346,333,879,1356,2629,10583,1848,1794,521,451,95,15,160,11,6,6,10,35,102,5986,1136,735,425,372,248,2926,984,82,571,296,157,368,169,93,67,19,24,5,8,9,26,12,7847,11843,1046,2654,1859,294,2012,321,83,27,226,779,32,68,161,1760,13,0,0,0,0,0,0,2,3,31,0,29,32,5,0,0,0,0,4,64,37,3,21,12,13,15,4,3,110,63,11,0,6,1,1,3,13,0,1,1,0,0,1,0,0,3,1,5265,939,249,121,364,47,52,70,16,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,109,64,11,4,125,13,37,6,3,15,3,55,7,43,94,81,27,27,46,2962,954,453,162,99,8043,9269,20579,40697,2,0,1119,3540,0,0,0,0,0,0,7,1,2,1063,913,100
"추풍령",17738,2975,1268,4033,2617,4439,2312,1831,6070,5097,27258,7811,772,12082,8591,70577,22491,23062,3644,6537,12597,4523,1936,2337,224,2581,870,623,2123,540,3016,11754,796,1713,1664,287,699,1108,869,3153,591,715,255,211,83,9,43,2,2,5,5,12,16,5850,1719,406,339,836,171,2511,614,74,445,292,116,436,115,66,177,6,5,7,6,6,9,2,4333,5991,405,1407,1337,157,1185,198,68,33,164,404,12,33,51,522,2,0,0,0,0,1,0,1,2,8,0,2,1,3,0,0,0,0,1,18,12,1,2,6,5,2,2,2,17,7,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4321,978,243,287,310,84,35,57,19,5,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,45,45,5,0,84,10,15,7,4,20,5,23,1,26,26,31,17,21,14,1808,399,251,81,49,3599,3394,6032,21343,1,0,877,1845,0,0,0,0,0,0,7,0,0,779,502,166
"김천",120829,25698,10884,27265,19243,34911,14702,15191,33965,21979,118124,28319,2843,36371,65312,24812,5899,256189,56842,45154,163553,48871,24579,25559,2927,28866,4089,2828,18010,3462,21442,84923,4342,14960,8727,3013,5202,8359,4603,21440,3512,2763,1896,1120,369,50,186,15,10,14,7,9,51,44027,10150,3702,2389,4893,1187,18766,4577,855,3262,1318,1037,4068,1100,232,231,45,24,21,31,10,44,33,17711,37963,2227,9256,10522,1404,9980,1361,440,348,1570,2599,83,121,232,2175,16,0,0,0,0,0,1,2,8,30,3,7,16,4,0,1,1,0,3,40,25,1,10,7,9,8,3,0,51,23,0,0,2,1,0,0,5,0,1,0,0,0,1,0,0,1,0,30016,6217,1592,1588,2159,320,221,310,72,60,10,23,0,2,2,3,0,1,1,0,0,0,0,0,1,249,155,52,20,350,22,91,34,26,49,37,211,13,239,456,289,159,257,233,18161,2840,1869,441,245,19037,12842,23253,201555,2,0,13835,11312,0,0,0,0,0,0,26,4,5,6233,6363,903
"구미",115696,33325,17319,35758,19819,45821,15671,15237,34154,16430,92724,19416,1341,18202,39801,23165,253821,6646,25571,293131,729421,164603,64542,49748,5877,68287,8075,4465,33404,5784,39818,63351,3494,7781,7591,2209,5917,7228,4401,27515,5439,2463,1914,1271,663,72,224,25,11,4,7,6,15,38399,11201,4250,2858,3397,1246,20346,5872,1586,3586,1767,1681,4638,664,103,62,14,19,14,12,5,28,32,20450,35360,4224,8543,14962,1811,11860,1536,449,328,1404,2867,155,222,409,4305,30,2,0,0,0,0,0,1,4,26,0,4,20,0,1,1,0,0,0,16,5,2,2,0,1,3,1,0,31,20,1,0,0,0,0,1,10,0,0,0,0,0,0,1,0,1,0,35167,7081,1662,1444,2337,341,221,554,133,82,11,28,1,3,3,4,1,3,2,0,0,0,0,1,2,189,83,19,9,209,25,133,51,49,84,70,405,53,428,897,298,186,428,387,74048,4494,1708,257,144,17490,10467,16825,926430,3,0,326366,37761,0,0,1,0,0,0,22,0,7,7464,4040,730
"남구미",26298,8302,5154,9358,5522,12482,4221,4937,7404,4900,18348,4811,348,3828,6474,4460,65533,15044,1198,212805,527399,150258,77537,49469,5551,65212,15176,7355,100578,8177,60540,16655,856,2366,1666,675,1346,2041,1377,6703,1274,634,463,292,153,20,80,3,4,1,0,4,8,12836,3591,1121,686,625,425,4706,1511,364,847,497,530,1151,142,55,31,14,22,18,8,3,13,16,4365,7329,984,2150,4094,682,3217,398,132,79,358,989,11,33,71,1219,6,0,0,0,0,2,0,0,4,5,0,0,3,0,0,0,0,0,0,7,3,0,3,1,0,2,1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11753,2037,460,686,897,88,60,113,74,25,6,11,0,1,2,3,0,0,0,0,0,0,0,0,0,275,131,36,25,201,31,174,70,59,156,105,410,71,319,646,285,157,422,313,43247,5327,10835,224,147,3894,2215,3459,1141672,1,0,49324,15251,0,0,1,0,0,1,6,1,1,2172,1892,219
"왜관",31194,6213,2254,8128,7296,10021,4785,3999,7497,5357,19540,5508,333,5018,8125,4797,32512,234809,190640,3189,753771,279235,148279,96213,8238,69414,10401,6885,49345,7169,32494,21856,778,2852,2613,589,1877,2342,1238,5080,1234,649,484,346,79,11,29,1,2,1,1,0,4,9993,2878,1139,645,630,322,3624,1132,194,1370,479,602,773,183,106,73,33,44,33,24,13,42,59,4850,9556,750,2870,3024,367,2772,550,122,78,288,332,13,12,17,124,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7238,1694,584,612,705,149,99,226,59,18,6,8,0,0,0,2,0,0,1,1,0,0,0,0,1,581,315,88,52,463,96,464,186,203,424,332,1369,215,950,2048,1348,858,1308,715,21100,4591,4266,347,227,5636,2123,3920,981180,2,0,67868,22242,0,0,0,0,1,0,5,0,2,1587,1370,248
"북대구",170182,32302,8167,19427,17583,32830,15241,12469,20780,12452,82855,15269,773,14238,22466,13847,188418,750684,628775,781680,74076,464202,1061143,518344,47167,423007,33564,18818,161323,26097,141515,93220,3405,8852,5730,2139,4488,5585,3783,15456,2912,2119,2110,1140,264,53,39,5,6,2,2,5,10,30242,6465,4684,2723,2994,1014,13636,6450,1706,3495,2299,1112,4149,3405,5290,1579,1008,1365,1573,609,350,1292,2293,23313,36064,6343,8621,7792,808,6474,1013,323,278,858,969,34,18,23,177,4,0,0,0,1,0,0,3,3,7,0,5,7,3,1,2,0,0,1,3,1,0,0,0,1,2,0,0,7,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,23948,3631,1451,1356,1404,314,309,917,320,102,7,27,1,5,7,14,0,2,0,1,0,1,0,1,3,13314,8094,2918,1294,15131,2706,15033,6138,6622,13457,22425,113522,19867,93015,273734,182544,95041,311362,57720,64916,18126,11362,7117,6103,15874,7089,13083,209226,5,0,201873,46418,0,0,0,0,0,0,298,11,38,2270,2651,570
"동대구",86746,16527,4585,11583,9890,18267,8857,6551,14265,7820,40752,8498,359,5776,8559,5573,57877,168730,174941,291416,688189,2793,1125772,789251,123978,952167,66801,35976,379868,48157,311061,54614,1991,5271,3284,1052,3308,2929,2184,8487,1637,1204,949,555,195,32,82,10,9,4,4,10,29,20983,5414,2833,1661,2363,756,8796,3530,803,2213,1088,634,2299,2082,2620,765,622,517,524,256,155,491,651,10194,19498,2188,5236,5138,675,4410,660,238,141,405,592,21,15,25,289,2,0,0,0,0,0,0,8,6,13,2,8,13,6,2,2,0,0,0,2,0,0,0,1,1,2,0,0,2,3,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,14915,2939,1040,709,1173,263,154,514,172,54,8,35,5,13,15,34,2,2,1,1,3,3,2,5,7,6825,3947,1548,621,7529,1425,6901,2823,2946,5994,7618,32322,6031,28872,66903,43668,24371,124820,25215,260990,46962,18526,3198,2600,9713,4352,6898,1319654,2,0,61030,14697,0,0,0,0,0,2,130,5,15,1716,1741,350
"경산",33903,6893,2052,8034,6266,10151,5122,3647,6099,4105,18425,5688,341,3055,4508,1691,27205,62561,84671,145583,1307835,1141035,2284,200696,47325,381982,37141,22587,185417,32923,144417,24868,822,2840,1872,438,1751,2854,1239,3741,1502,663,471,272,88,10,33,9,2,3,6,7,18,14155,3772,1221,753,772,358,5988,1571,215,933,441,572,1035,820,1468,384,235,114,165,101,42,130,107,3739,9078,1331,3597,2855,428,2856,442,120,64,197,360,19,5,12,177,1,0,0,0,0,0,0,5,5,6,1,5,10,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8223,2154,840,1363,788,176,145,242,85,26,8,21,3,9,11,26,1,1,2,1,1,1,1,4,5,2310,1244,579,220,2590,561,2714,1156,864,1634,3005,11458,1673,9819,16204,8938,6614,44962,9063,130574,32835,13403,1066,694,5668,2409,3550,1035132,0,0,23332,5618,0,0,0,0,0,0,50,1,5,1331,2055,175
"영천",73551,10726,4762,13994,10178,19927,11683,9461,11339,9084,42132,8849,280,6817,6354,2177,25243,47542,64763,87639,602160,722903,184560,15933,25580,197255,50771,29596,230619,42706,185564,37123,1128,3426,4044,635,3775,5451,2114,6803,2298,1157,1041,613,210,44,86,6,7,8,5,12,31,34737,19022,2257,1328,926,850,7830,2313,636,1360,598,383,1885,1158,1612,201,291,143,112,68,31,109,165,8350,18660,1696,5764,7632,1084,10376,1180,580,186,682,1108,36,22,36,210,3,0,0,0,0,0,0,8,9,10,2,7,17,7,3,3,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,24189,5581,2980,1770,2334,1305,678,432,160,55,19,37,6,15,17,44,2,3,2,1,2,2,2,6,9,2494,1545,559,218,3121,394,2467,920,1164,1482,1115,3158,752,2789,2301,1986,1137,16959,3662,66487,49550,18377,365,371,10272,3832,5996,578286,1,0,17372,4226,0,0,0,0,0,0,74,1,7,2298,2685,288
"건천",6729,1238,384,1994,1016,1538,1351,919,1206,621,2439,585,25,396,600,208,2437,5109,4373,7014,48879,100413,39926,25027,733,59163,20271,12112,64872,11158,50976,4767,134,449,425,84,243,293,201,666,150,56,48,50,11,2,7,2,1,1,1,2,8,2280,853,210,135,134,73,1322,268,52,189,83,74,217,125,263,45,33,41,17,28,16,34,32,617,1418,169,334,307,41,314,45,11,7,19,49,0,1,1,12,0,0,0,0,0,0,0,2,2,2,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1761,554,173,246,157,34,15,80,11,10,4,8,1,4,4,11,0,0,0,0,0,0,0,1,2,442,289,94,53,493,117,542,202,271,423,334,1308,235,885,1138,503,248,3251,643,6340,14027,5031,86,102,824,278,454,38125,0,0,2811,507,0,0,0,0,0,0,6,0,0,327,219,27
