"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","무주","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"생초",10879,1692,691,2322,1797,3790,3856,914,2394,1295,2997,157,12,12,5,2,1,3,2,1,1,1,0,0,0,1,0,0,0,0,0,2511,503,2662,22628,4977,784,3633,2714,20930,77,1039,1982,129,715,384,2744,2056,1154,0,596,17711,19320,3684,4407,1409,5064,1061,804,1181,6649,1530,741,607,1969,2177,11238,0,0,0,2878,2,0,1,0,1456,179,179,1057,54,29,61,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,665,51,5,21,3,0,0,2,4,7,3,1,1934,14,8,2,4,30,35,5,225,19,3,4,9,22,3252,1786,871,2681,3527,37787,4938,6563,228,648,724,423,332,1818,669,1210,413,5165,1585,599,8278,13203,33053,2036,3314,526,8840,564,451,502,1,0,3,0,2,1,0,0,0,0,8,73,395,210,528,0,359,51,129,77,62,247,246,37,30,16,7,4,21,6,1,9,906,69,299,116,2457,805,156,63,50,1,0,1,0,0,0,0,0,1,0,5,3,67,3,0,0,0,0,84,48,18,2,2,14,2035,17349,1922,1195,1,280,726,5428,1961,1268,10149,0,0,0
"산청",9589,1305,505,1098,705,1123,913,344,945,417,1869,133,7,7,2,1,5,5,1,0,2,1,0,0,0,1,0,0,0,1,0,1566,370,1689,17332,1902,553,2422,1795,14298,167,1621,2042,177,844,521,2209,2442,1291,0,632,18310,16283,3134,3254,831,18748,1421,1109,1104,4650,787,674,388,1651,1106,13183,0,1,0,1718,3,0,1,0,297,98,162,47,28,22,31,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,240,59,1,19,3,4,2,0,7,0,4,6,3498,26,24,12,21,162,59,1,144,6,5,7,7,12,5674,1379,689,1308,1676,6322,4236,5419,238,418,403,164,222,332,417,624,186,1411,661,9915,455,18854,22049,1550,3246,633,7867,336,150,160,0,1,4,1,1,1,0,0,1,0,16,218,377,198,438,0,269,54,113,111,31,208,91,29,38,7,3,8,6,14,2,8,829,58,137,74,1375,202,155,52,41,1,0,0,0,0,0,1,0,0,0,12,3,55,0,2,0,0,0,50,29,22,0,9,7,1616,10323,1448,709,1,178,565,2353,1125,1075,14957,0,0,0
"단성",27758,3641,1389,2758,1763,3207,2648,815,2800,1781,5803,327,15,28,13,1,8,10,0,0,2,1,2,0,0,0,0,0,0,0,1,3617,710,3850,37815,4309,1093,5469,3860,31707,513,4534,6278,407,1599,1109,5694,6932,3478,0,2507,72136,39721,11812,10904,2237,13742,762,859,1258,5560,819,625,455,2623,1296,11573,0,0,1,4077,5,0,2,0,815,239,288,231,51,49,68,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,133,16,44,8,3,4,1,8,3,4,2,4268,97,63,57,107,426,202,0,527,20,3,5,34,42,5424,2864,1829,2615,2605,9893,2208,14514,526,1293,1472,675,498,624,957,1436,873,2771,1942,10432,17701,745,35636,5561,10036,1835,26784,688,425,383,1,1,9,0,2,0,2,1,1,1,111,570,786,382,939,0,835,182,384,167,107,442,265,97,73,33,23,20,24,18,5,29,1843,165,270,275,3795,1010,356,116,91,2,1,0,0,0,0,0,0,1,1,29,7,189,4,3,0,2,1,149,79,29,12,13,22,3840,25407,3078,1711,1,576,1461,5782,2665,2674,15271,0,0,0
"서진주",39626,6700,2434,5086,3134,5843,4647,2156,5571,1899,9213,733,38,48,16,2,24,10,2,2,4,4,0,1,0,0,0,0,0,1,0,14371,3782,16777,120860,14565,3313,12695,9018,63046,3220,26354,28032,3403,14035,5551,56453,102836,47219,0,17193,533937,27313,21881,27031,10705,61524,281,459,2072,9822,1667,958,841,3873,3964,46120,0,0,0,7014,15,0,2,0,1315,397,497,376,173,105,128,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1275,313,21,113,19,1,7,5,23,7,21,5,13884,582,776,543,349,2757,1388,0,666,52,19,17,85,77,16697,5480,3591,4639,8620,17914,7105,20018,797,2080,1906,977,884,1094,1760,2834,950,5370,3200,26519,27319,50342,55,28418,49571,13048,122365,826,729,479,2,0,21,5,7,3,2,3,0,0,1233,3105,3504,1898,3711,0,1431,556,622,468,209,924,640,201,191,45,38,32,56,65,15,46,3305,211,806,411,5935,1136,704,376,166,0,0,0,0,0,0,1,2,1,0,44,34,324,7,16,0,2,2,271,247,57,9,9,41,11924,52584,9318,3240,0,901,3008,11333,5087,4112,27563,0,1,0
"연화산",1525,325,101,564,148,287,245,62,270,124,604,34,2,3,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,708,160,699,5311,699,212,659,472,3724,156,1367,1165,146,383,258,2982,2095,1931,0,559,3133,11355,761,477,281,1158,11,55,69,686,43,46,27,134,80,1014,0,0,0,405,0,1,0,0,96,59,31,17,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,2,12,1,0,0,0,2,0,1,1,822,73,106,28,9,115,45,0,48,1,0,0,3,4,452,291,138,606,261,966,142,1918,43,139,125,27,64,51,120,193,57,281,134,927,1369,4418,24061,44,37218,12131,60486,68,44,34,0,0,0,0,0,0,0,0,0,0,78,92,140,98,156,0,71,10,16,13,5,35,32,10,3,7,0,0,2,0,1,0,251,11,30,26,374,27,35,22,17,0,0,0,0,0,0,0,0,0,0,5,0,7,0,1,0,0,0,7,6,0,0,0,4,427,3021,482,228,0,26,89,471,204,195,1636,0,0,0
"고성",14570,1477,889,1395,921,1384,1242,491,1165,440,2242,195,5,12,11,2,3,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2309,568,848,2030,1175,350,1008,812,7670,559,4969,6958,296,1756,1051,5788,4025,3058,0,660,8093,92158,3232,1218,732,2664,123,185,355,1448,184,146,87,451,200,3346,0,0,0,2030,4,0,1,0,469,182,142,172,108,28,41,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,355,79,6,29,6,3,1,1,3,1,4,3,4946,186,248,164,70,539,173,0,188,6,3,4,23,13,1419,1370,843,922,771,4246,434,7085,265,456,789,190,262,256,480,901,195,918,550,2298,3074,8243,39713,35143,105,46105,1476286,373,297,209,1,1,4,3,1,0,0,0,3,0,195,283,299,117,248,0,320,102,118,80,61,236,187,38,33,14,1,0,1,7,1,8,840,68,109,127,3715,265,278,58,23,0,0,0,0,0,0,0,0,1,0,3,1,43,1,2,0,1,0,178,184,42,2,9,9,491,5012,607,323,0,484,788,2375,1325,1433,6735,0,0,0
"동고성",1793,359,224,319,467,501,337,99,294,88,521,64,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3814,823,879,713,650,290,439,394,3991,289,2893,4249,346,994,1683,6270,1076,1180,0,607,4597,29242,813,595,235,370,16,32,51,343,37,38,20,122,50,795,0,0,0,573,3,0,0,0,148,56,55,167,26,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,20,2,10,0,0,0,1,2,2,0,1,1533,36,63,37,17,161,44,0,63,1,1,0,6,1,249,479,232,146,174,1313,96,1336,47,92,161,29,121,135,131,161,84,172,109,456,508,1507,10706,15093,48649,22,238408,101,83,40,0,0,0,0,0,0,0,0,0,0,40,129,90,68,149,0,133,16,25,13,19,25,14,21,4,4,0,0,1,3,0,0,227,12,33,28,844,74,45,15,7,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,0,0,1,8,4,0,0,0,4,231,3314,342,446,0,166,88,490,171,238,2139,0,0,0
"통영",63924,8711,3332,5816,4508,8331,6408,2605,8173,2804,18114,814,34,70,42,9,42,27,3,1,6,0,1,0,0,2,1,0,0,1,0,10014,3720,5989,14126,8713,2354,7828,6449,68249,5011,38516,40827,1628,7891,6362,32829,16886,9797,0,2905,64343,287705,8201,5940,3512,9209,492,905,2235,7908,1060,1320,631,2315,1213,13903,0,0,2,10728,40,0,8,1,2080,582,659,508,226,173,230,38,0,1,0,0,0,0,1,0,0,1,2,1,0,0,1,1427,574,32,211,28,12,14,17,64,27,35,9,36088,959,2075,1269,636,5553,1701,17,1059,40,20,13,65,44,5199,10219,6410,6569,7803,27667,1522,29663,1385,2335,2505,974,926,1192,2917,5368,1112,5879,3375,7643,10282,29454,113958,76769,1518899,320568,105,1428,832,903,2,0,24,5,11,1,1,1,2,1,1847,2227,2947,1018,1750,0,2027,933,716,402,235,1166,654,204,169,36,44,35,52,41,10,30,4103,350,654,619,11809,1302,1139,423,205,0,0,0,0,0,0,0,0,0,0,53,20,419,7,10,2,2,1,330,288,105,16,50,59,3379,54495,4598,2909,2,1016,3721,14147,7722,9833,57156,0,0,0
"청북",61261,27460,22239,18899,118374,70577,47355,60513,16652,25448,19381,9976,241,1829,1800,911,7975,9100,4810,2855,20529,5481,2169,2380,609,6781,1756,2179,1157,4923,638,261,183,372,4367,379,406,409,365,457,25,316,458,237,302,273,741,419,118,0,93,2085,1501,300,644,63,870,7,36,72,218,10,4,12,538,136,875,7057,13249,9036,518504,21267,11449,13261,2657,90416,34293,30568,130831,101469,61348,45525,13651,2299,4226,1650,1273,2594,1943,2105,2076,8445,3265,7492,461,837,222,2303,300,234,36,275,32,8,12,34,62,21,36,463,4,0,1,0,0,1,3,11,47183,26236,2261,1599,5229,3713,579,1199,3096,2414,528,1859,2028,155,31,366,59,153,106,25,20,2,12,2526,3323,1230,518,939,1485,141,526,136,1779,2430,114155,170519,82,423,103,25,99,19,2,30,47,22,0,0,8,11,91,0,8560,1032,1487,427,248,689,470,290,172,88,56,73,66,55,20,62,3202,3564,21,6913,244771,45348,11751,242,189,789,33,75,9,20,12,52,1,18,61,62,23,356,31,160,10,27,19,224,305,84,19,38,177,275,1440,392,392,1795,1130,11045,8719,3701,1840,10,0,1493,1133
"송탄",429347,126544,76092,62401,65886,89229,41623,59164,13768,26182,21861,5921,273,1767,1740,819,6520,6520,3165,3321,14539,5775,4548,1409,449,3620,1225,1710,879,3643,406,136,47,205,4548,253,163,202,177,350,13,257,245,79,238,310,301,320,72,0,55,1461,1076,397,210,30,614,3,18,52,206,3,6,7,262,81,398,4988,9596,4278,299313,14573,4483,12110,1464,83106,27642,41692,47161,31561,14231,22712,6835,661,1752,569,706,980,1009,713,1061,4822,1539,3869,230,488,249,2185,208,270,77,452,54,19,20,51,105,31,30,549,4,0,0,0,0,2,4,19,35460,22212,2390,1459,4698,3165,352,886,2689,1688,374,1036,599,385,52,439,101,360,90,27,16,5,15,2265,2202,686,225,542,1242,147,391,99,1326,105831,275,33205,100,378,164,51,202,43,10,57,99,54,0,0,2,12,46,0,29061,2253,2442,767,433,1282,640,464,440,193,150,154,192,99,42,140,35685,5261,2857,6252,148592,29640,11887,539,334,1239,28,25,15,14,26,95,10,44,101,121,51,684,61,326,17,56,24,747,722,253,62,90,262,448,832,204,180,2230,1408,11670,9778,3967,2011,6,0,905,585
"서안성",275432,78815,56657,81482,35021,145324,32311,26859,10813,15144,12938,3500,270,794,573,596,2489,2102,775,1176,7710,1625,733,259,89,844,195,373,233,1273,173,57,23,190,1060,63,43,80,96,104,21,189,239,41,185,80,184,154,49,0,12,833,449,128,125,16,317,6,16,27,152,5,6,4,192,45,202,4809,4060,4982,84647,22626,9512,16100,2648,31738,15932,41152,62718,53786,33885,45894,13016,875,2163,762,731,1189,1375,1021,1558,6820,3019,1388,71,93,50,463,221,282,58,418,59,14,13,73,119,28,38,472,3,1,0,0,0,1,2,7,53378,33212,3267,2640,6539,4707,237,784,2015,1075,375,1075,370,171,16,117,44,81,42,14,4,2,3,1250,1580,315,158,394,647,64,237,83,1103,136689,22660,329,23,64,70,19,91,22,5,17,34,9,0,0,2,1,22,0,21623,905,666,225,122,324,278,115,138,49,44,57,47,40,19,63,30232,4638,2709,2741,52444,12441,5210,160,89,277,12,10,6,3,8,32,1,10,37,43,12,214,31,104,9,13,17,229,210,80,15,27,84,76,316,75,53,478,1517,8208,6694,2797,1074,7,0,345,195
"상주",27560,9684,2269,1172,163,615,539,209,316,367,3061,274,59,260,402,374,7528,147771,30111,19459,133806,89109,9550,3973,1485,10388,1003,2191,1696,9672,1280,0,0,0,0,2,0,0,0,0,0,2,3,0,0,1,2,3,0,0,0,1,1,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,36274,19,3,3,0,1189,329,161,38,24,24,69,14,0,0,0,0,0,0,0,1,0,0,10953,1970,2319,1138,14033,397,448,83,535,92,53,8,60,195,15,58,309,4,0,0,0,0,0,1,6,96,5,7,5,20,20,0,91,585,29,9,19,1,110766,3917,16178,372,2263,50,53,22,279,71,55,68,2,2,4,3,1,1,0,10,53,67,13,1921,59789,12638,3526,35747,4678,40078,26970,23952,40127,0,0,0,0,0,0,7770,652,4879,8422,3486,11268,5580,1709,511,181,122,146,127,76,39,118,15952,876,5508,3758,30596,9081,2785,1145,599,10885,84,67,28,24,29,21,5,20,6,178,59,980,26,23,2,3,5,714,548,153,21,44,141,0,0,0,0,17281,158,599,1096,531,327,0,0,2422,1580
"선산",8510,2555,855,1186,797,2718,2020,864,2212,1454,7256,1377,310,1095,2607,1174,10032,41683,25624,17075,71601,43920,7337,2260,660,4082,362,962,609,2744,391,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,2,0,0,0,3,0,1,0,0,4,0,0,0,6,0,0,0,1,0,0,1,0,0,6677,23,1,1,0,353,167,162,146,75,42,98,11,0,0,0,0,0,0,0,0,1,1,3370,1455,1315,548,5997,980,834,135,1148,303,70,17,143,255,14,37,326,4,0,1,1,0,0,1,14,469,10,3,12,29,42,0,307,1798,37,5,27,1,35895,1284,3970,173,1037,81,192,87,1515,382,144,190,1,2,1,3,0,2,0,3,305,321,55,64673,796,3474,1712,8204,1838,6679,10597,13543,36280,0,1,0,0,0,0,2471,314,1606,1938,850,3763,2390,841,311,121,137,110,142,82,25,104,3933,358,803,840,7229,2067,738,808,720,6766,28,33,30,33,63,37,1,31,5,195,40,670,19,14,16,1,4,617,446,109,33,55,121,0,0,0,0,8519,223,1436,3023,1577,1023,0,0,733,458
"감곡",97647,43896,17553,6062,167,387,34,7,109,309,500,55,3,44,83,58,2548,8839,3351,2911,24438,10253,2320,1459,722,4677,2074,992,951,4231,626,0,1,0,3,0,0,0,0,0,0,11,32,2,8,8,5,4,3,0,0,11,13,0,1,0,7,0,0,0,10,1,1,0,7,0,2,16,7,22,80191,130,30,107,6,5019,3259,839,181,268,184,260,65,1,6,3,0,3,5,3,6,27,17,5331,610,910,531,4792,115,202,34,277,49,10,9,32,126,18,24,425,0,0,0,0,0,0,1,3,29,30,5,4,12,12,7,22,56,26,3,37,2,701330,31600,108553,1192,11771,444,307,152,755,342,34,24,1,3,14,18,1,1,1,18,81,105,62,11080,3687,2915,15039,31925,11085,4567,15334,23756,8879,0,0,0,0,0,0,50524,4495,23993,47231,17472,81927,38179,10194,9696,3456,1982,1386,1608,1635,737,1771,73901,7024,9915,25816,115252,29958,13543,8576,5948,1966,25,20,25,27,71,317,24,132,335,2794,1158,15335,668,724,129,310,104,7755,6673,3248,667,873,3050,0,1,1,0,3111,41,323,333,87,39,0,0,1267,768
"북충주",20191,7109,1691,801,49,107,8,0,19,46,112,31,0,26,50,24,809,1668,479,435,3750,1693,398,295,101,642,74,87,129,572,74,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,3,11,13803,53,4,41,4,727,421,101,56,59,65,110,27,0,1,0,0,0,0,0,2,5,10,1068,95,89,57,543,16,32,8,63,10,0,1,2,11,2,2,65,0,0,0,0,0,0,0,1,8,7,2,2,1,0,2,2,11,5,3,3,0,106120,5730,12623,380,1398,83,93,22,97,39,3,1,0,1,0,4,0,0,0,2,21,28,3,1990,1215,16946,379,34698,6959,4611,2842,2954,2405,0,0,0,0,0,0,8521,1122,4382,7519,2596,12605,9694,844,833,175,171,122,135,152,81,153,11380,938,1397,3091,16420,3096,2424,741,392,268,6,5,2,3,5,15,2,11,28,154,40,774,58,71,16,20,13,679,545,248,59,74,209,0,0,0,0,551,9,50,68,21,7,0,0,160,86
"충주",86628,24972,6410,3555,315,407,17,12,59,133,397,66,9,242,591,246,6597,25145,10079,8838,82192,22176,8674,5829,1469,13923,2673,8138,3067,14620,2237,0,0,0,0,0,0,0,0,0,3,6,12,0,3,1,0,1,0,0,0,5,5,1,0,0,4,0,0,0,10,0,1,0,2,0,1,8,9,16,52355,228,59,150,17,3434,1659,526,207,191,257,484,113,0,1,1,1,2,1,1,4,23,18,20603,1458,2677,958,12722,53,87,28,189,36,10,1,14,78,7,14,294,6,0,0,0,1,0,0,3,19,11,4,2,10,2,3,9,52,10,9,21,3,386955,17211,42862,1346,5795,214,138,67,221,116,18,9,1,1,0,6,1,1,1,14,89,150,51,41836,10229,37409,41299,61,24907,16875,37399,49320,24399,0,0,0,0,0,0,32047,4623,15309,19560,8647,38412,30864,3622,2750,1009,782,672,763,656,219,757,42012,3333,6238,13827,67650,14476,11026,4551,2701,4201,62,32,17,11,24,61,2,22,55,950,455,3406,189,300,38,62,16,4890,4170,2219,376,636,1472,0,0,0,0,7994,14,115,146,62,21,0,0,4770,3146
"괴산",12951,4582,775,430,32,71,3,2,17,19,88,46,30,61,163,47,1395,3240,947,735,9021,4051,767,415,245,1699,105,253,324,1475,213,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,4,1,0,9777,33,7,24,0,662,191,67,33,34,77,109,21,0,1,0,0,0,0,0,2,3,1,2241,206,168,138,1716,10,33,5,63,7,2,1,5,26,0,7,90,4,0,0,0,0,0,0,0,5,1,0,3,2,0,1,2,18,2,0,5,2,69154,3672,6936,286,867,33,40,13,51,23,1,5,0,0,0,3,0,0,0,5,14,16,8,3374,1611,10190,7497,21290,8,11330,4832,7065,3359,0,0,0,0,0,0,6093,927,2329,4444,1726,6823,5206,831,669,314,225,185,214,230,66,244,7530,562,1051,2269,11792,1689,1639,1561,849,692,10,4,3,7,5,4,2,6,11,267,177,1024,57,65,10,23,6,1128,929,461,65,303,387,1,0,0,0,1051,2,29,25,11,11,0,0,378,224
"연풍",7172,2257,782,332,12,16,4,2,11,12,58,19,3,66,168,111,2888,13083,5980,4892,44169,13265,4191,4252,1078,11860,2011,5106,2956,8362,1118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,6848,7,4,5,0,312,156,47,6,14,12,17,4,0,1,0,0,0,0,0,0,0,1,13537,997,2220,717,7189,9,10,6,19,1,0,0,0,6,0,1,26,2,0,0,0,0,0,0,3,1,0,0,0,1,1,1,2,9,1,0,3,0,33579,1212,4488,131,483,19,14,8,21,8,3,3,0,0,0,0,0,0,1,2,6,8,3,45879,7384,5394,5362,13701,13936,95,70562,125752,31360,0,0,0,0,0,0,2213,145,1520,2379,1130,3570,1822,420,280,88,59,28,55,43,28,74,3527,369,545,1695,8167,2252,678,346,176,2365,31,12,7,8,18,11,2,1,8,95,35,417,25,31,11,6,5,271,202,116,24,53,95,0,0,0,0,4171,0,6,19,6,13,0,0,2404,1607
"문경새재",20216,7863,1815,1025,81,66,22,10,18,42,536,100,41,129,226,126,4587,23244,6578,5499,46652,25534,2902,1964,1051,5843,966,1536,1431,5952,834,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0,0,3,2,1,0,1,0,0,1,0,1,18629,28,12,20,0,1014,453,135,63,56,40,108,16,0,0,0,0,0,0,2,1,1,1,6066,905,1002,584,6254,89,105,45,199,35,8,3,14,72,4,8,107,2,0,0,0,0,0,0,0,1,1,1,2,4,3,0,18,114,18,0,7,1,136516,4988,15512,382,1744,39,24,6,37,27,28,12,1,1,3,4,0,1,0,5,29,21,14,23272,12131,18132,4399,34171,7972,66517,36,56081,29757,0,0,0,0,0,0,9618,595,3794,7817,2811,10613,6049,913,575,203,142,83,125,121,55,140,13641,1018,2742,7074,24118,5033,3163,961,528,5428,42,22,11,8,7,10,2,1,8,159,61,782,30,40,11,12,7,731,547,286,31,52,175,1,0,1,0,5522,33,91,175,100,54,1,0,1700,1176
"점촌함창",34203,11569,2898,2642,145,283,96,60,107,255,2799,170,52,227,303,121,5208,29917,6374,3951,38108,29483,2623,1076,516,3452,265,504,564,2703,416,0,0,0,0,0,0,1,0,0,0,4,5,0,1,0,0,1,0,0,0,1,2,2,0,0,3,0,0,0,3,1,1,0,1,0,0,0,0,1,27651,61,7,15,2,1434,659,327,77,88,104,175,57,0,1,1,1,0,0,0,0,0,1,4078,574,699,414,4293,409,488,77,748,129,19,21,67,221,17,26,375,7,0,1,0,0,0,0,11,33,11,2,5,23,28,0,117,601,19,9,17,0,201653,6300,17196,589,2114,82,40,9,82,24,70,79,0,0,1,0,0,0,0,1,53,83,27,14342,10808,23848,4643,40797,10602,107674,76762,1631,5314,0,0,0,0,0,0,12593,1172,5552,9549,3494,13134,6223,993,693,148,129,152,223,101,90,180,18533,1324,4069,5770,33864,6915,4674,1497,777,5343,34,19,10,6,4,6,3,3,1,263,68,894,31,29,20,3,1,783,629,170,39,52,125,0,0,0,0,5252,194,698,1052,614,375,0,0,754,454
"북상주",18323,4020,991,709,119,363,187,90,140,704,7607,477,128,373,743,286,11364,75654,16093,11979,85535,54239,6928,2476,961,6154,531,1038,886,4614,627,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9456,18,1,4,0,565,192,127,31,15,20,32,3,0,0,0,0,0,0,0,0,0,1,6984,1159,1292,600,7176,896,845,143,1210,252,39,31,133,410,27,26,357,3,0,0,0,0,0,0,17,40,3,2,4,57,69,1,155,1236,25,6,18,3,73041,2242,8763,194,1619,20,16,6,57,13,151,174,1,0,2,1,0,1,0,4,19,33,8,45288,41370,8977,3580,20750,4361,29885,31056,5318,1584,0,0,0,0,0,0,4731,484,2092,3109,1282,6068,3597,870,814,205,186,174,285,104,57,153,7244,474,1089,2116,11100,2168,1444,1385,862,8343,37,16,7,8,5,7,1,7,1,297,56,923,13,20,0,2,1,872,702,212,41,62,164,0,0,0,0,10254,505,1667,1994,1223,785,0,0,1195,716
"현풍",4,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1527,1526,5457,0,12310,10165,16563,14877,80446,248,2741,4418,424,707,1223,2624,1044,409,0,438,5960,8099,6245,2957,995,10,0,0,1,6,1,5,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,329,10,12,10,33,102,75,0,0,0,0,0,1,0,9,0,0,1,5,17,1,1,0,0,0,1,0,0,0,0,0,1,0,9,25,124,867,56,178,58,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,82,17569,27368,12576,11157,155352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30467,103655,12474,12927,0,0,1,4,0,1,1172759,0,0,0
"창녕",16,2,3,0,6,4,10,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,1071,8410,0,8633,6748,14399,11940,72152,260,2666,3325,250,857,564,1944,1633,1357,0,146,6593,8893,8766,4304,787,191,0,1,0,68,8,27,5,21,0,16,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,1,1,0,1,1,1666,28,45,46,25,330,73,0,0,0,0,0,0,2,19,5,3,12,23,217,9,5,0,0,1,1,0,1,0,0,0,24,6,80,247,567,2551,52,251,119,2139,0,1,0,0,0,0,0,0,0,0,0,0,0,25552,1052,19623,33146,11180,200068,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37260,68370,13398,5892,0,3,3,15,8,5,362741,0,0,0
"영산",44,9,5,18,14,43,35,8,29,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,1673,10901,0,4328,3406,7790,7327,44036,445,2911,4088,165,922,853,2367,1959,933,0,222,8709,10594,10077,6954,1368,557,3,0,1,335,84,69,27,114,0,32,0,0,0,18,0,0,3,0,5,2,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,2,9,7,1,1,0,3,4,5,0,2679,104,136,87,48,295,149,2,6,0,0,0,2,18,154,21,22,61,113,986,38,24,1,1,1,1,2,2,0,14,3,128,63,493,510,864,3621,73,303,121,2811,4,0,1,0,0,0,0,0,0,0,0,0,0,34702,20827,24,14063,14328,252211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36112,51902,11265,4063,0,16,6,88,64,37,285885,0,0,0
"남지",92,24,39,78,24,56,31,6,32,19,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5722,3542,10659,0,18073,9261,15042,12722,71669,189,1615,2153,392,416,471,2719,1470,656,0,163,6200,7046,7862,5687,1155,327,1,0,0,215,26,36,17,70,1,46,0,0,0,51,0,0,0,0,18,4,5,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,2,4,2,0,0,0,2,0,2,0,1738,32,80,35,18,161,48,0,23,0,0,0,0,0,56,35,37,45,82,717,60,35,3,1,7,1,3,6,4,18,3,103,36,296,278,541,2082,50,106,80,1156,15,7,4,0,0,0,0,0,0,0,0,0,0,13712,31568,6199,31,10652,407843,2,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,9,1,0,5,54,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62602,89138,25421,9781,0,11,18,127,73,27,151445,0,0,0
