"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구.구.","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","장수","팔공산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","북통영","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","대동","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","수성","청도","밀양","남밀양","삼랑진","상동","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금","주암","승주","내장산","남천안","풍세","정안","남공주","탄천","서논산","연무","남논산","풍세2","지곡","남대전","판암","무주","덕유산","서상","동서울","경기광주"
"부안",6281,1880,800,1172,349,61,7,16,2,0,4,0,0,1,0,0,1,4,0,2,4,3,0,0,0,0,0,1,0,0,0,1,1,0,1,17,0,1,6,0,16,40,178,8,24,2,0,7,2,5,0,0,5,8,0,2,1,1,0,1,0,16,17,36,0,1,1,1,16136,91107,14547,106865,24551,9903,23698,5290,13977,14502,12351,13936,5163,7320,9166,20676,12349,42,15084,19372,33639,17859,17608,7564,32448,8412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,46,1097,15,4,17,17,4,19,2,12,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,26,3871,1446,1638,0,0,5,0,4,1,1,2,0,0,1,0,1,0,0,0,1773,91,259,38,33,54,50,22,10,10,6,1,8,6,2,8,1042,904,0,2582,28986,5060,2748,32,44,0,0,0,0,0,0,0,0,1,2,2,5,40,1,14,4,2,0,0,31,31,17,0,5,12,1,16,0,2,0,0,0,0,0,0,0,0,2,3,2,1,5,0,0,0,27,4,0,3,0,1,1,0,0,0,4,0,0,1,0,0,0,1,39,3
"줄포",2333,610,245,464,149,14,1,7,1,0,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,5,1,2,0,2,19,1,0,5,2,15,37,121,8,23,3,0,16,1,6,0,0,12,3,2,14,2,8,1,0,1,23,18,61,0,1,2,1,6657,38424,4583,40783,9295,3139,8604,1676,5373,5310,4288,3540,1752,2514,3203,6635,20493,12866,287,11030,21803,16372,9454,7192,31593,2321,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,6,91,1589,58,16,18,11,11,3,1,2,0,0,0,0,1,0,0,0,6,5,4,0,2,0,3,23,1452,492,645,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,604,26,50,14,12,17,15,6,6,3,0,3,1,1,0,2,392,458,0,837,10530,1588,1030,9,12,0,0,0,0,0,0,0,0,0,0,2,2,15,0,7,22,0,0,1,14,3,3,0,0,2,1,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2
"선운산",2623,742,327,464,142,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,12,1,1,1,4,31,34,100,13,19,1,33,2,4,8,0,0,4,7,1,4,1,2,1,0,0,46,11,77,0,1,2,1,6154,67851,3814,38332,5923,2450,5961,1227,3981,5065,4032,2380,1321,1820,2282,4083,31189,20868,16813,63,25006,64607,37295,41379,242678,1761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20,73,1779,63,9,15,17,7,6,1,8,2,0,1,0,0,0,0,0,0,0,5,0,0,0,1,6,1379,523,673,0,0,4,0,0,1,0,0,2,1,0,0,1,3,0,0,800,17,64,13,7,20,16,5,11,4,2,1,2,1,1,2,344,262,1,770,7824,1132,849,13,9,0,0,0,0,0,1,0,0,0,0,2,2,17,2,2,0,0,2,0,9,5,1,0,1,6,4,24,3,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,16,11,4,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,14,2
"고창",3125,1005,410,692,209,28,2,9,6,0,0,1,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,1,9,63,10,3,9,13,148,226,555,45,71,31,23,26,4,10,0,1,19,26,8,3,7,15,14,4,10,268,126,679,12,13,17,14,9039,91025,6143,68220,11810,4022,11204,2248,8620,8716,7404,4899,2581,2902,4280,8994,45844,34575,26842,30060,37,23568,19361,13599,55670,2576,0,0,0,0,0,0,0,0,3,1,12,7,4,0,1,7,113,531,9735,229,67,132,95,26,5,1,5,1,0,1,1,0,2,0,8,4,0,8,1,3,1,4,28,2204,756,870,0,0,3,3,1,0,0,0,0,0,1,1,1,0,0,0,1133,54,128,20,8,34,22,7,8,6,2,1,6,2,0,1,562,543,2,1462,16573,2860,1730,14,7,0,0,0,0,0,0,0,0,0,1,4,0,16,3,6,2,0,0,0,14,15,3,1,1,4,22,176,8,7,0,0,0,0,0,0,0,1,0,3,1,0,176,0,0,0,93,44,6,0,20,2,0,1,0,0,3,0,1,0,0,1,2,1,22,3
"영광",5413,1487,547,836,288,36,8,7,4,1,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,1,0,2,4,25,31,108,12,18,4,24,9,2,6,0,0,5,9,0,0,2,8,1,0,0,36,23,95,5,10,1,2,4655,48128,4049,72518,7044,2543,6306,1123,8465,8669,6379,3985,1899,2424,2981,5074,23248,16517,14448,66580,20927,172,19149,13200,60028,1584,0,0,0,1,0,0,0,2,3,6,21,12,6,3,6,10,39,35,277,23,8,31,15,10,10,3,9,4,3,3,2,2,2,0,0,0,1,0,0,0,2,0,11,2085,903,1102,0,1,4,1,1,0,0,0,0,3,1,0,0,0,1,0,1314,60,158,26,19,70,48,10,9,5,1,1,5,1,0,0,668,633,2,1308,15394,1903,1410,37,22,0,0,0,0,0,0,0,0,0,0,4,3,25,2,4,0,0,1,2,22,10,5,0,1,13,8,34,2,1,0,0,0,0,0,0,0,2,5,17,7,3,68,0,0,0,9,8,7,3,49,2,2,0,2,1,1,0,1,2,1,0,0,0,54,2
"함평",2792,839,350,586,195,18,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,12,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,5,1,0,0,0,3595,45745,3429,57932,4994,2518,3573,1093,4993,6703,5167,2795,1180,1740,2051,3895,17853,15585,8600,40080,19260,18275,202,21621,150595,2274,0,0,0,0,0,0,1,5,1,1,15,2,10,1,3,5,16,5,32,3,1,3,3,2,14,0,7,1,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1730,748,721,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1033,64,116,21,9,26,31,12,8,5,1,1,2,3,1,5,476,501,0,1142,11662,1524,1220,25,24,0,0,0,0,0,0,0,0,0,0,7,4,17,1,5,0,0,1,0,8,7,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2,5,1,12,16,0,0,0,2,1,1,2,24,0,1,0,2,0,0,0,0,0,1,1,0,0,25,6
"무안",5192,1626,830,971,307,51,5,11,3,1,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,6,2,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,3,1,2,1,11,1,1,0,1,3547,30998,3162,77076,5674,2031,3964,888,6315,9296,6189,3859,1690,2119,2536,3856,14982,7650,6982,46596,13995,16392,19701,58,1512193,1114,0,0,0,0,0,0,0,2,1,6,22,6,7,2,4,4,4,8,19,4,0,3,1,0,20,4,22,2,6,5,5,0,0,0,0,1,2,0,0,0,0,0,3,1981,1188,1447,0,0,5,0,2,0,0,0,1,0,0,0,0,0,2,0,1682,102,192,56,10,84,36,23,14,17,4,9,5,7,4,6,843,687,1,1790,14343,2011,1193,29,29,0,0,0,0,0,0,0,0,0,2,8,2,37,0,8,0,1,0,0,30,15,13,2,2,11,0,7,0,1,0,0,0,0,0,0,0,1,4,12,2,7,11,0,0,0,0,2,2,2,24,2,1,0,4,0,1,0,0,0,1,0,1,0,39,2
"목포",21800,6169,2968,4163,1595,290,39,61,31,8,16,5,0,2,0,2,5,6,4,6,10,4,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,9,4,12,1,0,1,0,2,0,1,0,0,2,1,0,0,0,3,1,2,2,20,22,72,6,0,0,3,16749,145631,15460,286438,24080,8730,19063,4094,27884,38327,22432,15778,9900,8738,9403,17585,62005,28264,28029,250653,55133,76126,161040,1614518,28,5232,3,0,1,0,0,0,2,11,3,10,57,52,52,1,10,30,78,50,115,10,7,10,13,1,105,18,70,10,8,6,20,3,1,1,0,0,2,1,0,2,0,0,5,7668,3763,5745,1,0,28,1,14,2,0,1,1,0,0,0,0,0,0,0,6260,618,953,215,108,330,288,117,121,58,19,26,29,32,12,33,3271,2788,3,7012,67856,8181,5445,276,144,0,0,0,0,0,1,0,0,0,4,34,19,210,12,72,0,2,7,5,206,171,53,8,18,88,1,7,0,3,0,0,0,0,0,0,1,11,10,39,20,17,51,0,0,0,1,2,11,18,137,5,3,3,10,3,3,0,0,1,9,2,7,0,146,12
"무창포",5139,2507,992,1452,983,203,61,166,15,16,15,3,1,1,3,1,2,9,1,1,7,7,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,8,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,41888,50672,48137,53941,21052,22414,18430,9450,4788,11876,7968,5172,3533,5741,6069,12332,4986,8028,2412,1648,2577,1523,1680,804,4329,97,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,119,0,0,2,0,0,32,4,32,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,3318,1381,3645,5,1,25,5,14,4,0,2,5,2,1,0,0,0,0,0,1560,123,199,50,34,135,138,38,29,43,5,2,13,9,8,15,713,927,1,1513,10046,1734,960,78,56,1,0,0,0,1,0,4,0,0,15,15,3,93,7,44,5,0,4,2,67,53,16,3,7,24,0,0,0,0,0,0,0,0,0,0,4,0,12,5,2,1,0,0,0,0,6,2,0,14,0,0,1,1,0,0,0,0,0,0,4,0,0,0,29,7
"울산",78056,13790,9446,26952,12020,32745,33405,12310,16111,15717,53513,6297,1699,7483,8465,1975,22137,42817,96003,57658,268811,235410,0,156113,160299,133470,415971,313347,471337,512191,911991,72124,0,0,0,0,0,2,3,1,8,0,2,3,0,0,0,0,1,0,4,0,1,2,0,0,0,2,0,0,0,5,3,2,0,7,0,0,1,0,2,36402,225,14,26,4,6283,2616,7025,7213,3207,1712,3047,394,0,2,0,0,1,0,0,0,2,2,2574,76,43453,1675,231,61,779,8413,18707,1713,23628,1634,281,496,586,826,7,5,20,1,0,0,0,0,12069,1217,1206,5274,5106,1708,17450,5880,1016,1648,2,2,1,1,0,0,0,0,3,6800,4675,2456,10695,3506,5774,1712,19066,3009,10810,5864,5372,6313,4,0,0,0,0,1,7109,1696,4825,5452,3299,10024,5289,1750,1415,620,1607,1459,996,493,347,585,22054,870,2732,3484,41504,15828,3021,7963,5510,30063,2940,25332,3951,8397,19931,12602,3100,29694,5696,1402,888,8577,1785,7279,2646658,13510,11768,6440,946,1349,207,36,25,68,2,1,4,5,292970,47277,4432,4862,21096,16897,118772,3044,10873,23212,11123,5075,1,0,186970,135108,0,0,33,5484,5,162,42,41,280,287,5,0,6,1621,8219,197,42,8,113264,3466
"장수",32239,4866,2056,5715,2596,4362,3462,2616,10195,8081,20294,1659,82,142,87,76,116,200,25,13,44,31,0,7,6,2,36,0,1,4,23,1,3834,1550,4674,67693,14104,3641,10474,8109,76718,42,343,689,82,338,286,692,985,604,0,585,21498,20023,5284,5854,1827,15080,9611,4923,2715,644,128,153,79,858,2055,6749,0,0,0,7548,8,0,2,0,1372,375,478,222,39,32,42,4,0,0,0,0,3,0,0,0,2,0,42,323,3,1,2,3,42,401,1358,651,576,122,35,42,67,83,12,26,35,1160,15,7,2,0,4609,4279,1397,3123,3156,5956,8228,4242,16360,12951,34326,8075,13156,23841,1981,5049,2030,5380,36717,1447,717,1086,38,21,27,7,18,5,5,13,16,17,45,164,918,799,3617,5,1139,175,468,260,386,2369,1075,492,519,187,146,101,169,105,44,273,3542,256,470,471,5549,998,776,689,769,18,0,1,0,2,1,4,0,0,2,157,37,671,67,39,15,0,2,4,514,454,99,19,36,139,4617,95910,7018,11174,7,9,2,1,0,0,2,933,3885,12161,7530,12353,57380,0,2,1,19,14,8,640,267,41,26,13,50,46,4,0,11777,18563,9337,47927,55810,42871,38083,1733
"팔공산",7019,1647,698,2298,1384,2173,1853,1015,2597,1300,5827,1205,300,1040,1752,1143,12153,46600,44910,77040,212003,38230,0,271918,72865,15519,72210,3408,4539,6492,17626,3254,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2731,14,2,8,0,309,165,287,241,111,61,179,265,0,1,0,0,0,0,0,0,0,0,44028,6,8341,239264,143359,35838,332192,893,839,112,1058,210,26,27,81,112,3,6,18,0,1,0,0,0,1404,156,163,154,221,196,1567,956,155,230,1,0,1,0,0,0,0,0,0,357,1190,174,5160,2642,998,399,2079,409,1184,1731,2149,2975,1,2,0,0,0,2,1110,151,481,771,435,1044,903,187,349,95,130,240,232,111,31,135,1386,141,188,329,2795,585,301,1313,851,26435,4562,28109,6662,11908,15145,6651,1335,7163,1838,210,78,1331,355,969,32038,1072,605,856,466,428,91,7,17,28,0,1,0,0,39458,104278,14748,8158,8820,2544,3251,1318,2054,3510,2729,776,3,0,5317,3072,0,0,9,325,0,15,9,11,43,43,0,0,1,234,1541,21,4,3,13323,489
"청통와촌",3820,908,349,1016,890,2228,1542,691,1323,1004,4771,965,176,842,1045,472,5660,17620,22058,37240,267645,369126,0,2141,298,160,832,219,513,317,2733,603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1770,14,0,1,0,204,101,187,153,42,66,64,9,0,0,0,0,0,0,0,0,0,0,1361,4,218406,2235,33183,15796,137297,600,672,176,831,121,29,22,62,70,0,8,12,0,0,0,0,0,973,82,122,113,235,152,939,274,62,193,0,0,0,0,0,0,0,0,0,333,201,60,1991,1253,744,170,1113,234,801,722,898,1045,1,0,0,0,0,0,559,35,463,430,194,692,413,108,59,28,43,39,43,45,16,35,1005,49,392,178,2004,398,266,468,293,32137,2046,10667,696,900,2137,1406,316,1756,675,83,50,497,135,389,7435,336,194,279,147,115,18,4,3,15,0,0,0,1,64841,43237,4312,2790,5135,1252,1806,268,779,2022,1093,644,0,0,1128,692,0,0,5,246,2,9,1,2,28,33,1,0,0,113,1090,11,5,2,10598,385
"북영천",7294,1789,671,2877,1393,4337,4184,1098,3254,1763,5478,780,598,1106,1295,384,5473,14478,21645,27126,203147,285922,0,1682,130,25,160,54,184,90,927,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760,20,3,3,0,943,2371,1398,1210,815,413,217,29,0,1,0,0,0,1,0,0,1,3,361,2,152397,37895,3693,17051,75045,997,1932,212,2265,201,66,39,180,383,1,17,27,0,0,0,0,0,1705,261,353,751,991,316,1107,1205,67,206,0,0,1,0,0,0,0,0,1,1204,1193,111,2068,1479,1257,197,3827,305,1397,920,804,1162,0,0,0,0,0,0,947,71,710,698,540,1119,1364,292,96,119,37,56,40,33,9,41,1648,254,266,346,13459,7252,320,661,422,25468,1396,7797,379,528,833,835,290,1325,385,112,35,651,147,369,2534,392,385,307,74,70,13,4,0,3,0,0,0,0,62602,32965,3022,1927,3855,518,872,339,1453,3531,2294,719,1,0,378,238,0,0,7,937,1,14,6,5,102,97,0,0,0,172,1132,14,3,0,16678,525
"서포항",3130,761,247,771,719,1521,1278,424,916,596,3424,467,186,466,660,220,2912,8541,7841,7957,63808,90019,0,1488,87,23,76,17,79,50,435,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1625,14,1,0,0,217,256,199,128,185,74,69,4,0,0,0,0,0,0,0,0,0,0,102,3,46738,23564,20173,176,102148,447,509,58,571,84,34,16,94,52,2,1,5,0,0,0,0,0,728,64,136,128,225,64,715,268,57,98,1,0,0,2,0,0,0,0,0,198,263,63,1107,549,606,166,1313,166,656,554,417,590,0,0,0,0,0,0,478,51,214,338,229,585,432,90,55,54,27,59,12,19,8,17,744,67,95,185,2301,884,195,398,201,8764,574,4684,284,410,478,540,170,627,296,98,18,407,99,282,1119,349,293,204,11,23,3,0,0,0,0,0,0,0,30591,16558,1221,1021,1957,258,356,135,738,1584,983,503,1,0,163,96,0,0,2,179,1,6,9,1,34,15,0,0,2,113,694,9,1,0,7674,265
"포항",58172,9832,3106,8871,6235,14410,14031,4910,9864,6210,41786,5241,1579,5958,5954,1749,28740,88063,75921,64734,603568,805619,0,15330,693,138,224,70,229,107,1310,220,0,0,1,1,0,0,0,0,0,0,6,2,0,1,2,2,6,0,0,1,0,4,1,0,0,0,2,0,1,1,0,2,0,2,0,0,0,0,2,21222,158,8,13,1,2519,2231,2159,1813,3153,1212,1105,134,0,0,0,0,0,1,0,0,0,2,360,49,367734,156268,91912,114980,20329,4548,6240,1197,9533,1176,282,174,799,826,23,40,123,5,1,0,1,0,8112,696,1153,1028,1948,804,7621,2852,595,1161,0,0,3,2,0,1,0,0,3,2169,1858,533,13488,5799,5323,1188,11645,2168,6348,5175,5258,6438,2,0,0,1,0,1,6707,860,2963,4665,1955,6078,4303,1004,401,456,461,1192,330,276,59,171,9464,833,1367,2049,23855,6953,2312,5558,2354,71693,4762,43917,2610,4407,4928,5145,1740,6927,2907,813,300,4455,1000,3141,3318,3499,2524,2507,140,189,42,9,5,9,0,0,0,0,347685,143890,10101,7954,8521,914,986,2435,9276,17193,9057,4268,1,0,460,272,0,0,31,2597,6,88,34,18,364,281,2,0,3,1187,8456,166,28,4,88896,2980
"논산",11370,1862,657,1599,1454,2263,1705,4526,31918,30604,65636,18268,461,8288,1833,1157,8173,9434,2586,2738,16678,8304,0,4420,1855,642,4854,519,1425,827,2004,353,446,45,211,2868,796,249,436,261,929,1174,3529,326,443,104,74,126,92,63,0,22,1310,1019,207,471,74,385,182,128,82,50,268,1166,3,139,68,359,0,0,0,2310,1,0,1,0,433,171,171,86,31,21,15,1,0,0,0,0,2,5,5,1,14,0,7050,472,1012,539,802,398,4246,1019,65986,13288,84381,18071,7065,4794,22809,28593,4857,10406,121435,234,463,530,232,184,5231,10494,3191,6331,7935,20243,18492,7525,6815,8591,305,247,666,1504,130,353,66,311,1584,390,246,391,492,1054,115,16,41,12,7,60,377,835,66,23,25,36,107,63,297,134,249,232,911,5114,2641,1706,1181,433,217,135,252,224,104,325,1029,88,130,157,2242,352,305,2234,1807,2031,35,44,33,57,158,53,2,40,20,425,157,2352,88,227,3522,11,37,12,1627,992,326,60,171,606,192,1869,272,178,2790,1606,269,438,331,165,270,40704,52652,258343,181197,76436,97,0,622,342,964,195,2031,239,13525,361,650,252,845,3296,4,0,265,25852,43859,4984,574,469,36100,1815
"익산",13372,2488,789,1876,1435,1864,1755,10558,46376,27074,52488,15607,386,6516,1395,907,9796,17429,4308,4000,21072,9353,0,4949,3604,825,18115,703,501,1197,1220,243,66,31,93,1537,225,97,226,247,1087,1319,4314,360,717,142,110,124,54,26,0,9,436,383,82,81,19,195,137,49,37,62,97,1552,9,49,23,120,0,0,0,1578,1,0,0,0,300,84,147,88,9,4,10,0,0,1,2,4,2,4,2,17,16,1,16204,1023,990,754,868,421,7242,60704,80,11491,38707,21400,10523,7221,23204,29212,4826,7880,103704,426,432,496,247,171,11963,17422,5700,13163,14987,33885,35183,15859,2807,3253,193,96,189,547,51,107,43,116,1050,269,249,350,585,1304,219,43,101,20,25,132,541,1348,145,16,27,24,74,14,365,372,520,489,1712,12234,4964,2907,3308,818,499,405,742,571,179,630,942,88,126,142,1594,308,207,3569,4066,2295,33,90,50,95,230,145,3,74,125,894,189,3761,222,546,1973,16,88,44,3038,2480,734,113,297,1089,125,1249,143,258,3049,1833,222,426,171,119,298,43697,56085,244433,123493,48772,490,0,390,199,996,248,2972,124,826679,12967,13584,4621,38344,10290,5,0,80,17668,27486,8113,1111,269,67266,3419
"삼례",1983,377,126,368,261,269,248,1242,6077,2927,6437,1840,50,686,233,121,1098,2215,354,551,1764,1132,0,605,344,101,1532,42,30,146,108,14,11,8,25,281,54,16,55,45,384,587,1556,115,198,50,93,44,16,13,0,6,95,86,24,21,5,49,19,19,5,16,24,1058,1,17,4,33,0,0,0,319,0,0,0,0,56,16,23,7,3,0,0,0,0,0,1,0,5,4,0,2,13,1,1277,706,131,233,194,60,975,12864,15145,71,21468,34764,19356,13999,36658,44701,3550,11432,94037,494,214,313,116,133,1463,1896,675,1099,1279,3911,3887,1468,428,320,73,26,48,107,11,24,14,20,251,31,24,48,82,150,33,5,5,3,4,35,92,185,17,6,6,4,13,1,83,45,64,81,195,1415,652,323,253,80,47,56,113,50,27,120,172,11,21,27,314,61,49,582,496,351,12,9,6,11,39,26,2,8,3,74,27,517,27,88,165,2,9,5,384,301,83,19,44,112,24,377,32,50,265,230,39,41,20,23,59,4955,5243,28461,14198,6470,238,0,29,15,549,100,4103,21,102343,1590,2698,838,4329,2168,2,0,37,2530,3675,707,460,113,9434,496
"전주",27305,4878,1473,3425,2653,3594,2908,15878,58157,30852,78484,16835,574,7799,1899,1148,10750,19674,5738,6394,21059,11527,0,5855,5748,1911,11084,311,934,1818,909,162,115,43,124,2223,358,141,321,233,1979,10051,31069,2439,4359,1121,1004,830,106,162,0,21,685,627,144,126,43,134,209,69,28,140,410,8514,13,45,33,88,2,5,0,4226,6,0,1,0,667,223,210,104,28,13,18,3,3,0,1,4,38,16,6,8,45,0,19248,622,1372,1450,1213,538,10383,85384,50416,37993,3857,39788,45905,42790,184194,257481,28886,47018,795697,2871,2799,3623,1707,1338,12609,18882,7144,14328,13984,42347,45865,14618,3226,3821,275,77,169,449,42,123,45,164,1354,438,424,537,917,1601,349,48,132,36,39,202,937,2131,52,13,44,29,92,13,810,557,729,755,1778,20359,6692,3330,5607,972,695,738,1103,668,267,905,1912,140,262,285,4207,593,548,5908,4892,2768,54,63,69,114,381,147,4,96,48,801,293,5094,336,807,1505,24,130,87,6218,3484,951,244,432,1721,137,2216,190,367,3578,2543,304,318,127,74,232,39629,74752,327481,148966,62554,953,0,258,148,6341,1723,28463,247,1169556,12952,22031,5374,40435,15030,17,0,72,19961,34106,3553,695,218,110304,5128
"서전주",3130,583,215,421,317,406,396,2360,10282,4423,11474,3919,98,1492,261,232,2450,2344,553,559,2679,2043,0,691,391,182,1322,43,26,245,125,27,21,6,21,293,45,25,63,64,311,1629,4420,290,632,134,230,168,13,18,0,5,83,76,19,24,4,23,13,10,7,60,87,2574,5,10,2,28,0,1,0,361,1,0,0,0,49,19,21,6,1,2,2,1,2,0,2,6,25,18,8,11,67,0,1511,128,266,161,170,73,1328,17217,23648,39034,45496,628,13343,15205,194983,265713,13847,16335,317445,1344,736,808,351,227,2729,3076,1517,2222,1980,5915,6998,2301,866,785,20,11,16,68,6,21,10,19,162,31,57,76,138,258,62,17,26,4,8,23,165,400,6,2,7,5,22,0,94,65,120,134,328,2178,1166,383,475,192,109,111,212,178,44,204,147,9,21,26,304,62,39,848,744,407,12,12,19,26,54,23,1,14,1,147,52,847,64,114,168,4,27,16,667,523,129,26,97,360,15,282,34,21,548,373,43,62,13,8,10,9050,10507,48517,25651,11409,173,0,31,14,886,264,29378,30,139582,2022,3486,888,6499,2926,2,0,13,3437,6145,790,128,42,16489,906
"김제",733,145,45,111,76,115,104,316,1997,1091,1917,1186,22,352,45,69,418,328,76,156,1017,433,0,152,64,16,302,9,7,35,20,5,24,4,15,144,18,4,35,34,176,1064,2223,165,387,67,186,93,14,21,0,1,58,36,10,52,6,11,4,2,1,34,50,1389,1,3,2,12,0,0,0,111,0,1,0,0,17,9,6,2,0,0,0,0,0,1,2,5,15,11,0,5,52,0,329,39,32,19,57,23,224,6177,9874,20073,41078,9122,43,7716,106507,257842,12992,13113,200623,674,442,466,212,112,656,563,329,698,487,1487,1131,605,192,136,11,3,9,22,1,9,3,9,60,24,14,28,18,65,2,2,2,0,3,4,22,38,0,1,1,3,10,1,27,8,26,25,51,390,190,70,101,51,32,8,23,14,6,21,57,2,14,10,88,27,18,137,89,94,1,2,2,10,17,5,1,3,3,25,5,97,5,17,31,1,2,3,122,63,39,2,14,37,9,199,14,55,88,56,4,18,0,7,3,1350,1440,11151,5205,2206,59,0,6,2,626,188,25448,4,27611,378,700,298,2628,906,0,0,11,665,1023,142,22,6,3595,202
"금산사",810,143,49,102,74,93,85,198,1381,517,1417,367,12,176,38,29,155,261,48,54,327,207,0,50,30,19,125,2,2,9,16,0,25,10,39,341,340,120,78,64,403,3486,12898,911,2504,445,1096,287,55,101,0,4,208,138,31,47,26,26,5,10,2,122,319,3796,4,15,2,18,0,0,0,100,0,0,0,0,15,8,12,0,1,0,0,0,0,0,0,1,7,7,2,0,10,0,273,56,39,29,15,8,119,4276,8010,15324,39604,12470,6985,23,34553,43443,15291,16111,239943,962,1109,1527,1076,366,358,372,140,336,204,907,808,317,182,190,4,8,11,39,7,30,5,23,205,13,11,14,28,33,3,0,2,0,2,1,16,45,0,2,7,1,111,0,23,7,26,15,47,296,156,40,33,20,7,4,9,8,3,10,47,5,12,4,117,22,20,77,79,48,1,1,0,4,4,0,0,3,2,12,5,100,12,8,13,1,0,1,69,40,16,4,8,26,22,339,39,38,45,35,6,4,1,0,3,1125,937,6889,3614,1586,96,0,2,1,2350,546,6694,14,24109,386,532,166,1726,1381,0,0,1,447,797,201,13,9,3706,168
